GEO_ID,tot_hh,hh_white,hh_afram,hh_amerind,hh_asian,hh_nathawaii,hh_mixed,hh_latino,hh_whitenolatino
06037127400,1917,681,86,8,94,0,239,1368,375
06037127520,1482,337,201,39,67,0,87,1047,154
06037127603,918,325,25,5,30,17,112,717,108
06037127604,1431,774,172,18,106,0,55,527,627
06037127605,1182,408,118,0,13,0,59,729,311
06037127606,1106,413,22,0,106,0,151,617,320
06037127711,1113,576,93,0,80,0,129,488,426
06037127712,1540,759,209,0,127,0,139,677,522
06037127803,1643,797,47,16,257,0,38,690,604
06037127804,1575,657,90,40,243,0,133,740,456
06037127805,1241,491,141,0,48,0,132,639,388
06037127806,1143,515,133,0,118,0,50,628,249
06037127910,1449,395,68,12,37,0,144,1073,292
06037127920,1483,996,13,0,46,0,97,489,890
06037128101,1065,568,64,0,45,0,125,395,526
06037128102,1557,701,55,0,67,0,80,1058,357
06037128210,1584,529,84,45,75,0,274,1135,246
06037128220,1175,627,158,0,57,0,88,442,482
06037128302,1488,714,117,0,81,0,208,907,377
06037128303,1154,536,40,0,53,0,179,838,223
06037128400,1781,1180,160,9,57,0,113,431,1060
06037128500,2077,1582,112,0,129,0,79,282,1471
06037128601,1673,969,122,35,32,11,239,614,835
06037128602,1270,1016,87,0,37,0,46,210,916
06037128703,1598,1162,199,12,92,0,118,126,1063
06037128704,934,874,22,0,22,0,0,65,825
06037128801,1929,1250,170,0,189,0,256,272,1127
06037128802,1954,1403,159,0,282,13,78,280,1212
06037128910,1846,1375,53,0,212,0,132,276,1236
06037131021,1029,360,0,26,122,157,39,437,313
06037131022,1011,434,92,17,180,0,27,470,235
06037131023,844,239,53,16,141,0,38,480,154
06037131024,1002,465,72,0,54,0,34,588,288
06037131100,1047,644,12,17,96,0,45,384,532
06037131200,1220,860,51,15,80,15,47,350,738
06037131300,1186,515,15,1,218,0,90,575,364
06037131400,1840,816,116,9,339,0,176,792,545
06037131600,1305,599,38,26,208,0,133,572,436
06037131701,1906,1057,34,0,390,0,100,754,702
06037131702,1243,594,62,42,162,0,179,548,436
06037131801,979,255,10,10,156,0,130,639,119
06037131802,742,396,79,0,70,0,18,265,291
06037131900,1361,803,51,0,121,0,124,465,656
06037132001,1188,652,61,20,148,0,202,376,563
06037132002,1145,647,0,52,45,0,137,490,540
06037132101,1591,744,59,0,108,0,321,677,652
06037132102,2141,1141,233,0,167,0,191,685,930
06037132301,1373,432,67,60,328,0,143,528,329
06037132302,977,439,17,0,104,0,0,600,256
06037132501,1274,622,33,0,101,0,41,695,426
06037132502,1206,822,25,0,103,0,38,333,709
06037132700,1660,939,36,0,75,0,95,770,706
06037132900,1304,934,7,39,140,0,64,266,851
06037133000,1437,826,24,0,89,0,112,654,652
06037133101,606,399,27,0,46,0,106,160,358
06037133102,1372,1080,25,0,105,0,34,285,942
06037134001,948,372,45,6,97,0,65,620,161
06037134002,1203,565,84,34,68,0,142,498,430
06037134101,1313,484,47,2,260,0,111,611,385
06037134103,1267,715,47,0,113,0,53,529,547
06037134104,1298,517,72,0,407,12,42,381,402
06037134201,1314,585,8,27,304,11,131,441,484
06037134302,1369,845,0,12,240,0,101,349,770
06037134303,1912,1205,0,64,223,0,37,524,1113
06037134304,940,494,55,0,184,0,22,323,372
06037134305,1188,338,52,11,112,0,145,868,159
06037134306,1463,502,186,26,298,0,63,691,257
06037134421,1490,1148,23,13,189,0,117,42,1106
06037134422,1546,1130,67,9,207,0,99,182,1034
06037134423,1314,1083,26,0,187,0,11,35,1067
06037134424,1020,754,12,0,249,0,0,29,730
06037134520,1868,629,37,10,187,0,355,1278,343
06037134521,755,161,0,6,36,0,113,679,32
06037134522,1437,624,82,0,58,0,134,872,416
06037134710,1599,522,84,22,194,0,25,881,434
06037134720,1759,547,61,49,342,0,101,792,424
06037134801,1094,477,20,0,253,0,144,414,376
06037134802,812,421,54,0,141,0,66,271,309
06037134901,990,777,5,0,47,0,36,222,701
06037134904,1428,553,117,0,137,0,153,662,389
06037134905,2600,1472,589,0,328,0,145,146,1392
06037134906,1131,398,0,10,207,0,88,610,248
06037134907,1532,780,286,0,154,0,171,383,679
06037135102,1214,962,43,0,93,0,87,170,891
06037135111,1258,801,47,6,158,0,177,283,708
06037135113,1345,825,158,0,180,0,85,234,716
06037135115,1455,894,16,0,394,0,67,268,710
06037135116,1000,746,19,0,98,0,61,156,666
06037135201,876,631,51,0,109,0,18,97,608
06037135202,1445,1157,71,0,171,18,20,129,1041
06037135204,1625,1176,78,0,223,0,148,167,1098
06037135205,771,607,21,0,143,0,0,17,590
06037137000,1718,1479,52,10,119,0,39,129,1392
06037137103,2399,1773,24,0,392,0,94,333,1634
06037137104,940,795,17,0,78,0,39,101,703
06037137202,1334,763,207,0,146,0,101,130,750
06037137203,849,574,0,0,119,0,75,164,500
06037137301,710,614,14,0,28,0,54,22,611
06037137302,1541,1276,120,0,75,0,33,73,1263
06037137401,1527,1311,59,10,60,0,56,167,1194
06037137402,2077,1481,298,0,113,0,118,167,1457
06037137501,1997,1403,166,0,199,0,180,190,1301
06037137502,1719,1285,48,36,116,0,172,236,1166
06037137504,675,532,16,9,35,0,76,101,514
06037138000,1774,1488,46,0,19,0,175,199,1376
06037139001,2222,1850,17,0,165,0,109,343,1622
06037139200,2193,1918,59,0,96,0,60,279,1735
06037139301,1503,1148,120,0,66,0,134,108,1060
06037139302,1907,1203,154,12,146,0,148,424,1055
06037139303,2144,1540,130,38,100,0,123,481,1336
06037139401,1139,933,67,0,51,0,76,207,776
06037139402,936,852,26,0,27,0,9,47,824
06037139502,1110,1007,12,0,37,0,17,121,903
06037139504,1756,1372,115,0,83,0,107,156,1337
06037139505,1544,905,11,0,54,0,541,345,757
06037139506,1494,1228,0,0,111,0,61,269,1079
06037139600,2240,1841,51,0,196,0,113,230,1654
06037139701,2118,1878,74,0,31,0,74,149,1790
06037139703,851,774,10,0,49,0,18,2,774
06037139704,975,939,0,0,22,0,0,14,939
06037139705,1284,1157,0,0,67,18,42,13,1144
06037139801,1232,1066,28,0,59,0,70,28,1038
06037139802,1380,1109,77,10,140,0,31,52,1067
06037141101,2229,1607,119,0,61,0,342,435,1415
06037141102,1422,1111,100,4,73,0,134,115,1063
06037141201,2079,1558,68,0,172,0,211,376,1353
06037141202,1435,1181,63,8,76,0,77,89,1134
06037141303,1692,1250,51,0,121,0,159,272,1134
06037141304,1522,1281,68,17,45,0,82,176,1211
06037141305,1345,1110,88,0,34,0,100,144,1015
06037141306,1520,1214,32,0,119,0,96,352,1002
06037141400,2028,1524,72,0,94,0,234,252,1476
06037141500,1100,957,48,0,59,0,22,26,949
06037141600,1758,1538,40,0,150,0,30,54,1484
06037141700,1179,1119,0,0,50,0,10,31,1098
06037143101,1086,860,16,0,171,26,13,73,813
06037143102,1219,824,119,0,63,0,119,157,807
06037143200,2068,1353,147,0,207,0,93,562,1253
06037143301,1555,1231,60,0,57,0,140,316,1056
06037143302,1617,1433,23,0,93,0,68,177,1286
06037143401,2289,1898,37,0,134,0,135,151,1814
06037143402,797,797,0,0,0,0,0,33,764
06037143500,2325,2020,134,0,60,0,64,133,1968
06037143602,2213,1843,34,0,189,0,90,171,1787
06037143603,1322,953,31,0,160,0,135,161,934
06037143605,890,645,99,0,96,0,50,91,585
06037143606,975,659,42,0,104,0,170,126,635
06037143700,1725,1490,28,0,74,0,104,289,1284
06037143801,1352,918,140,0,64,0,219,97,867
06037143802,1055,804,102,0,67,0,82,91,713
06037143901,1599,1335,29,0,152,0,73,90,1264
06037143902,1362,1086,36,0,84,0,156,166,1007
06037181000,2234,1422,0,0,524,0,176,501,1144
06037181300,1281,745,41,0,349,0,88,309,586
06037181400,1663,802,15,0,567,0,161,498,566
06037181500,1398,718,21,0,339,0,83,431,565
06037181600,1051,370,121,87,178,0,138,371,325
06037183101,1095,591,0,10,138,0,112,489,427
06037183103,1647,689,122,99,156,0,263,770,445
06037183104,726,406,20,0,144,0,49,281,279
06037183220,1051,436,0,71,148,0,142,499,311
06037183221,1116,448,21,27,121,0,274,647,285
06037183222,1553,760,50,65,220,0,105,567,653
06037183300,1107,430,19,17,164,0,203,566,263
06037183401,827,337,0,22,184,0,65,346,265
06037183402,1037,497,29,15,219,0,120,305,432
06037183510,790,398,0,12,59,0,85,413,291
06037183520,1215,401,7,30,35,0,204,942,220
06037183610,963,488,0,23,123,0,109,460,319
06037183620,1021,528,21,4,123,0,138,516,329
06037183701,1311,628,27,80,140,0,128,684,414
06037183702,1100,545,10,30,242,0,102,412,440
06037183810,1459,615,6,108,65,0,143,967,343
06037183820,1208,360,44,38,143,0,201,840,173
06037185101,951,584,16,0,99,0,102,353,503
06037185102,1386,1157,14,0,116,0,68,274,953
06037185202,1481,895,12,0,120,0,125,595,709
06037185203,884,392,0,30,50,0,111,587,186
06037185204,726,302,19,6,223,0,109,240,219
06037185310,889,389,12,0,65,0,31,714,98
06037185320,902,296,9,53,47,0,89,686,159
06037186100,1862,901,18,35,443,0,271,471,764
06037186201,1280,407,73,0,446,0,126,454,263
06037186202,695,321,34,8,215,7,87,185,269
06037186203,1071,703,0,35,96,0,130,372,556
06037186301,818,349,70,34,52,0,93,465,219
06037186302,1854,984,13,10,331,0,137,766,722
06037186401,876,208,29,50,138,0,113,618,108
06037186403,787,229,18,31,150,0,64,496,110
06037186404,793,285,0,42,90,0,71,479,195
06037187101,1196,527,0,17,371,0,112,362,425
06037187102,1597,626,66,92,415,0,196,629,467
06037187200,1036,520,11,15,144,0,140,472,290
06037187300,1579,1117,9,0,205,0,145,306,1007
06037188100,1831,995,34,23,240,0,159,624,861
06037188201,1554,1247,10,18,148,0,95,152,1189
06037188202,1251,782,27,0,254,0,100,182,730
06037188300,1379,664,0,42,392,0,132,307,568
06037189101,1214,928,63,0,147,0,27,116,877
06037189102,1967,1438,29,2,253,0,140,331,1260
06037189201,1748,1318,38,0,154,0,149,295,1203
06037189202,1289,1001,45,6,137,0,74,157,947
06037189300,1353,1171,33,5,108,0,0,8,1171
06037189400,1548,1177,120,0,91,0,160,108,1131
06037189501,1474,1203,188,0,37,0,7,103,1139
06037189502,1311,957,76,0,101,0,88,296,740
06037189600,1988,1558,0,32,102,0,162,337,1465
06037189702,1268,1000,88,0,34,0,114,109,982
06037189703,998,763,104,0,63,0,32,127,704
06037189704,686,576,24,0,67,0,8,83,519
06037189801,1290,1008,84,0,59,0,88,99,969
06037189802,1065,831,121,0,32,0,53,124,749
06037189903,1594,1208,59,0,202,0,72,185,1107
06037189904,1436,933,114,5,74,0,129,291,838
06037189905,1351,1040,96,0,54,0,65,218,939
06037189906,1379,912,99,0,231,0,102,171,862
06037189907,1404,1024,79,0,148,0,51,184,930
06037190101,1197,507,201,33,63,0,337,162,426
06037190102,1351,819,34,30,106,0,193,337,781
06037190201,1415,774,135,27,60,0,276,414,684
06037190202,2266,1069,493,0,276,0,227,543,959
06037190302,1172,708,74,0,112,0,51,270,623
06037190303,1704,1221,177,12,55,0,75,204,1162
06037190401,1639,1043,78,0,144,0,156,392,947
06037190402,1229,907,56,0,137,0,57,210,786
06037190510,1595,695,166,0,267,0,83,559,562
06037190520,1531,751,117,11,203,0,102,527,646
06037190701,835,590,37,0,131,0,28,136,513
06037190702,724,439,80,0,28,0,93,215,358
06037190801,1244,682,116,0,86,0,131,433,563
06037190802,1423,759,188,20,89,0,212,458,649
06037190901,1193,465,12,3,76,0,171,764,281
06037190902,1536,736,160,0,39,29,101,667,598
06037191000,2991,1747,155,81,588,0,89,634,1449
06037191110,1016,731,16,0,88,0,50,329,565
06037191120,1600,726,23,60,214,25,51,618,672
06037191201,1680,895,74,0,194,0,136,542,825
06037191203,1038,441,55,30,175,0,22,486,300
06037191204,698,258,62,14,128,0,25,271,229
06037191301,953,369,86,0,189,0,25,360,316
06037191302,809,359,22,0,158,0,60,318,289
06037191410,1390,394,72,0,184,3,115,847,265
06037191420,1123,399,17,0,172,0,162,590,303
06037191500,1793,688,55,0,274,0,102,896,507
06037191610,1371,459,156,0,92,0,103,691,378
06037191620,1003,297,89,0,157,0,21,548,217
06037191710,1187,459,38,0,97,0,102,793,268
06037191720,1339,488,171,22,97,0,80,824,216
06037191810,1226,456,200,47,38,0,74,661,326
06037191820,1810,1025,162,0,200,0,215,414,924
06037191901,1976,1179,316,31,170,0,181,264,1143
06037191902,1485,1207,18,0,99,0,85,169,1123
06037192001,1015,747,81,0,62,0,83,136,706
06037192002,1326,1119,0,0,87,0,105,107,1069
06037192300,1369,998,53,0,229,0,56,162,910
06037192410,1780,1202,109,15,288,0,94,267,1100
06037192420,1338,405,74,16,415,0,166,523,309
06037192510,1251,198,11,0,531,0,136,543,121
06037192520,1570,342,68,9,228,33,37,1093,169
06037192610,1420,635,81,0,172,0,22,742,403
06037192620,1146,197,41,23,363,0,45,620,94
06037192700,1205,444,38,22,258,0,87,670,210
06037194101,1753,1439,118,0,79,0,59,198,1328
06037194102,1372,1133,62,0,117,0,60,104,1078
06037194200,1590,1445,0,0,36,0,104,38,1420
06037194300,1387,1262,0,0,46,0,79,105,1197
06037194401,1316,944,76,9,120,0,84,267,841
06037194402,2097,1765,28,0,244,0,26,127,1672
06037194500,940,697,76,0,113,0,39,69,663
06037195100,2128,1718,18,16,226,0,128,365,1470
06037195201,1547,1118,9,8,206,0,73,217,1083
06037195202,1412,1153,31,0,113,0,94,198,1045
06037195300,1378,1051,35,4,117,0,40,265,932
06037195400,2204,1538,58,0,336,0,160,278,1468
06037195500,2419,1508,50,13,526,0,53,381,1459
06037195600,1205,557,22,0,179,0,37,516,481
06037195710,1542,533,117,25,191,0,267,847,373
06037195720,824,355,23,5,89,0,128,376,269
06037195802,1029,377,25,11,239,0,41,480,268
06037195803,1063,665,0,24,161,0,83,249,612
06037195804,1122,512,38,49,184,9,107,442,372
06037195901,1114,707,13,23,158,0,46,278,635
06037195902,991,681,23,0,89,0,123,176,580
06037195903,889,514,0,15,136,0,84,325,402
06037197200,1179,304,0,11,469,15,54,470,221
06037197300,1778,1170,23,0,242,38,64,387,1055
06037197410,1769,1066,73,10,172,0,311,524,789
06037197420,1574,760,94,0,180,0,151,554,680
06037197500,1641,828,59,8,356,0,97,467,667
06037197600,840,459,5,7,124,0,18,322,371
06037197700,2044,728,9,26,840,0,227,517,528
06037199001,673,47,0,8,297,0,45,367,9
06037199002,993,459,38,0,204,0,7,458,286
06037199110,786,221,5,20,43,0,124,632,88
06037199120,1109,206,58,0,279,15,37,731,49
06037199201,1113,128,0,22,446,0,67,625,33
06037199202,920,355,25,26,160,0,56,502,218
06037199300,1324,584,10,43,253,0,72,701,310
06037199400,1476,478,87,21,342,0,68,963,83
06037199700,1213,333,102,23,198,0,56,640,241
06037199801,889,169,3,0,339,0,21,544,10
06037199802,615,147,0,30,308,0,32,260,35
06037199900,852,228,0,0,123,0,36,690,39
06037201110,773,272,42,15,157,0,45,423,146
06037201120,1244,374,43,7,137,0,147,849,206
06037201200,764,291,0,28,75,0,92,574,110
06037201301,1045,571,10,5,203,0,57,761,71
06037201302,1806,621,154,8,766,0,122,393,491
06037201401,1265,316,38,42,108,0,131,945,131
06037201402,1508,580,14,28,272,0,152,1062,132
06037201501,1506,422,6,14,156,0,126,1207,137
06037201503,989,348,5,16,74,0,97,808,107
06037201504,610,240,22,7,61,0,35,482,67
06037201601,716,133,70,9,120,0,65,483,23
06037201602,771,251,0,4,127,0,55,607,43
06037201700,1424,356,82,20,361,0,131,798,171
06037203100,1280,308,56,11,33,0,117,1169,25
06037203200,1324,428,28,18,34,0,137,1194,59
06037203300,423,151,4,17,33,0,47,368,11
06037203500,970,382,20,7,178,0,57,691,92
06037203601,809,202,11,17,0,0,145,788,10
06037203602,573,237,23,0,36,0,12,492,22
06037203710,832,313,0,26,9,0,78,787,36
06037203720,1019,259,0,42,36,13,59,957,19
06037203800,1266,319,7,54,38,0,54,1227,15
06037203900,715,178,0,18,31,0,34,664,28
06037204110,837,163,0,2,16,0,105,790,23
06037204120,701,244,7,3,5,0,35,663,19
06037204200,1008,354,13,0,60,0,65,929,6
06037204300,1335,427,0,12,59,0,158,1240,36
06037204410,673,180,0,5,22,0,85,579,33
06037204420,864,253,50,21,6,0,34,774,40
06037204600,1137,322,53,16,63,0,234,963,37
06037204700,1241,414,10,17,45,0,116,1134,48
06037204810,1357,458,0,8,0,0,139,1279,0
06037204820,530,164,8,8,9,0,65,510,3
06037204910,950,416,11,10,0,0,113,886,53
06037204920,679,253,9,5,0,0,80,637,27
06037205110,851,251,7,19,6,0,35,810,9
06037205120,885,234,44,6,5,0,76,832,4
06037206010,1474,330,33,0,502,0,61,768,154
06037206020,262,118,52,0,76,0,7,23,111
06037206050,805,239,28,19,86,0,112,642,49
06037206051,796,584,16,0,115,0,34,195,452
06037206052,1787,601,136,0,649,15,159,388,486
06037206053,1156,254,71,8,309,0,31,706,70
06037206054,628,104,16,0,151,0,90,461,0
06037206201,1203,239,215,0,494,0,116,173,223
06037206202,1225,237,244,0,652,0,79,96,237
06037206301,1063,301,560,0,25,0,41,180,275
06037206302,631,116,411,0,17,0,41,62,100
06037206303,629,268,109,36,0,0,123,242,219
06037207101,1670,484,196,28,770,0,63,203,435
06037207102,1406,181,39,7,895,0,43,302,146
06037207103,903,128,43,5,655,0,36,116,78
06037207303,1722,801,402,11,284,0,133,384,629
06037207304,1673,598,404,0,158,0,216,606,302
06037207305,568,458,16,0,0,0,43,112,421
06037207306,1422,769,304,7,125,0,109,282,607
06037207307,1161,319,528,45,59,64,69,198,245
06037207308,802,468,121,0,142,0,59,70,455
06037207400,734,171,131,10,313,0,15,144,136
06037207501,1241,431,155,0,293,0,155,307,420
06037207502,2385,552,139,0,1442,0,157,166,517
06037207711,1337,776,93,0,417,0,18,81,727
06037207712,2730,798,407,0,1196,0,157,366,673
06037207901,1793,624,205,83,623,0,111,339,466
06037207902,3928,1444,290,32,1410,0,559,837,1053
06037208001,1132,332,97,17,338,0,60,392,245
06037208002,1262,302,60,0,74,0,44,915,195
06037208301,575,149,22,15,27,0,30,460,53
06037208302,1787,502,325,53,286,0,58,948,256
06037208401,1437,142,31,28,588,8,32,750,72
06037208402,840,251,42,9,180,0,95,465,120
06037208501,850,257,15,0,336,0,25,361,120
06037208502,1464,385,85,30,310,0,70,845,166
06037208610,1515,299,25,6,594,18,145,672,158
06037208620,1536,363,184,52,473,32,117,490,262
06037208710,2072,287,146,34,1054,0,103,549,220
06037208720,1499,799,139,22,124,0,88,933,303
06037208801,1369,366,202,21,359,0,93,533,199
06037208802,1495,513,175,4,386,0,111,627,266
06037208902,688,219,89,11,43,0,32,539,17
06037208903,1090,394,168,24,41,0,28,820,61
06037208904,1373,260,51,17,367,0,62,925,38
06037209103,1112,323,119,7,9,0,20,938,36
06037209104,967,273,131,6,41,0,115,715,61
06037209105,1029,262,99,0,54,0,0,848,0
06037209106,1194,455,150,0,278,0,45,457,283
06037209201,1831,566,387,0,552,38,141,246,494
06037209202,562,195,119,0,76,0,18,247,102
06037209300,2125,532,456,21,369,0,73,1084,199
06037209401,1547,566,369,7,188,0,37,829,157
06037209402,1193,450,25,33,80,0,22,1040,73
06037209403,1492,405,323,22,294,0,22,790,102
06037209510,966,311,44,0,289,0,115,570,41
06037209520,929,425,49,41,69,0,65,729,79
06037209810,743,344,12,11,81,10,1,570,74
06037209820,782,231,25,0,42,0,34,680,41
06037210010,1266,275,71,64,283,0,56,781,80
06037211000,2002,1242,170,0,446,0,92,204,1143
06037211121,899,312,57,0,290,0,35,360,187
06037211122,1072,287,57,10,333,0,103,284,287
06037211123,891,157,49,31,654,0,0,75,107
06037211124,2052,175,114,34,1320,0,44,515,59
06037211201,1034,354,51,10,190,9,133,475,224
06037211202,896,197,67,5,183,0,81,512,110
06037211310,1346,381,106,0,312,0,59,691,202
06037211320,1246,370,78,27,260,0,139,554,226
06037211410,1078,228,34,8,480,0,0,416,156
06037211420,1314,327,201,8,320,0,47,588,263
06037211500,1743,622,90,0,740,0,73,264,603
06037211701,1128,422,60,0,367,0,233,282,398
06037211703,2063,356,139,0,1030,0,189,537,247
06037211704,1573,288,194,0,810,0,138,275,258
06037211802,2074,698,105,72,850,46,71,608,467
06037211803,1512,181,79,0,1076,0,44,216,115
06037211804,1309,187,42,44,859,0,88,199,113
06037211910,1869,484,201,0,635,0,152,741,314
06037211921,949,142,54,27,403,0,81,376,68
06037211922,1346,284,100,47,405,0,10,627,176
06037212101,1443,311,210,22,666,0,87,224,285
06037212102,1188,275,153,15,558,11,17,218,233
06037212202,1249,401,115,9,286,0,171,691,71
06037212203,1500,344,157,10,669,0,68,496,137
06037212204,1271,193,135,0,290,0,193,754,93
06037212303,1618,396,239,14,397,9,285,692,181
06037212304,731,283,74,12,119,9,51,319,171
06037212305,945,200,80,0,206,0,76,518,112
06037212306,1095,236,27,21,531,0,85,423,94
06037212410,1497,258,27,0,634,0,265,538,192
06037212420,1163,230,130,0,303,0,46,622,92
06037212501,900,399,60,8,182,0,15,397,243
06037212502,1323,271,117,25,640,0,80,290,228
06037212610,1808,397,84,21,841,0,139,512,325
06037212620,1739,294,72,27,832,0,125,618,162
06037212701,796,160,104,6,470,0,14,115,101
06037212702,1378,364,118,12,666,0,105,223,320
06037212800,1369,427,150,12,551,0,109,363,234
06037212900,1440,456,167,10,399,0,198,697,188
06037213100,1033,103,138,4,564,0,46,259,68
06037213201,1625,282,29,33,924,0,141,456,143
06037213202,1269,197,30,0,585,0,71,561,71
06037213310,900,118,48,22,363,0,52,432,35
06037213320,976,152,24,12,385,0,109,541,26
06037213401,1607,437,106,23,400,0,212,1031,100
06037213402,1715,473,148,19,326,0,318,1035,192
06037214000,1259,1139,0,0,57,0,33,129,1030
06037214100,1676,1446,42,0,89,0,99,112,1364
06037214400,1759,1401,23,0,103,0,151,233,1319
06037214501,1543,834,153,0,462,0,45,115,748
06037214503,1431,777,60,0,424,0,124,80,734
06037214504,1596,738,114,7,466,0,212,234,641
06037214505,897,643,134,0,82,0,18,41,622
06037214600,1211,1007,37,0,69,0,98,102,934
06037214700,1141,921,36,0,77,0,107,101,855
06037214800,1418,1156,62,0,91,0,76,65,1132
06037214902,1481,1083,82,0,96,0,203,110,1062
06037214903,1073,720,21,0,157,0,95,157,707
06037214904,868,791,0,0,35,0,29,13,791
06037215101,1749,1044,134,13,256,0,246,346,926
06037215102,1952,1332,163,0,178,0,266,385,1130
06037216100,920,540,138,0,194,0,30,92,470
06037216201,1385,762,195,0,285,0,143,72,747
06037216202,1372,631,247,11,300,0,27,271,603
06037216301,627,463,48,0,23,0,93,37,463
06037216302,1644,918,214,0,283,0,101,210,850
06037216401,1679,1291,40,0,196,0,123,149,1189
06037216402,1179,818,48,8,109,0,149,189,746
06037216700,1555,685,463,19,125,0,177,289,553
06037216800,1364,959,119,0,81,0,147,280,814
06037216901,1311,565,561,0,22,0,119,128,481
06037216902,1147,764,101,0,30,0,181,101,686
06037217001,973,830,20,0,11,0,88,21,825
06037217002,1896,1486,100,0,93,0,92,210,1359
06037217101,897,279,203,0,26,0,235,434,216
06037217102,1260,632,438,0,71,0,68,61,632
06037217200,1632,628,546,0,170,0,113,315,562
06037218110,1268,289,350,8,192,0,81,572,150
06037218120,1296,366,242,0,183,56,126,697,92
06037218210,1166,405,246,40,89,0,152,652,165
06037218220,1386,551,358,8,155,8,107,527,307
06037218300,2314,846,750,42,146,0,212,802,493
06037218400,1351,539,278,5,47,0,134,781,211
06037218500,972,317,310,11,61,0,145,425,107
06037218600,1140,390,281,0,61,0,187,471,181
06037218701,819,200,379,0,69,0,54,238,96
06037218702,839,181,372,14,61,0,82,332,65
06037218800,979,187,365,0,137,0,77,356,90
06037218900,2181,523,1049,10,135,0,136,692,217
06037219010,1011,236,390,5,13,0,93,544,43
06037219020,1366,287,424,20,50,0,158,722,159
06037219300,1432,376,452,0,88,0,235,675,180
06037219500,781,187,359,0,180,0,8,89,136
06037219700,1315,463,427,0,36,0,99,742,82
06037219800,941,369,196,0,25,0,153,600,121
06037219901,1514,737,295,0,41,0,176,1023,164
06037219902,1082,388,310,0,22,12,118,555,170
06037220000,2117,597,997,0,125,0,119,689,270
06037220100,1064,223,512,0,88,0,159,396,41
06037221110,1069,460,26,10,121,0,261,901,21
06037221120,794,247,20,2,67,0,77,707,0
06037221210,869,249,26,6,96,0,182,647,81
06037221220,925,192,15,0,83,0,107,768,51
06037221302,1180,375,292,10,109,15,60,652,86
06037221303,703,178,67,20,82,0,70,525,56
06037221304,1160,114,228,3,297,0,77,567,47
06037221401,1107,180,536,8,170,0,113,271,48
06037221402,913,232,203,12,218,0,13,374,115
06037221500,1059,320,305,0,75,14,17,511,154
06037221601,958,263,187,16,58,0,161,650,68
06037221602,914,315,81,0,66,0,91,714,49
06037221710,936,303,73,0,137,0,80,639,89
06037221810,900,235,54,0,294,12,72,397,114
06037221820,905,393,131,12,293,0,18,121,330
06037221900,870,156,134,26,339,0,126,191,101
06037222001,956,288,281,2,14,0,206,506,126
06037222002,1409,403,415,0,19,0,69,856,119
06037222100,1204,303,312,0,87,0,201,713,51
06037222200,1292,344,322,9,81,0,96,723,171
06037222500,1180,318,386,10,25,0,116,699,83
06037222600,1610,505,224,8,289,0,111,789,208
06037222700,103,41,0,0,56,0,0,29,18
06037224010,1614,421,462,29,220,0,165,645,261
06037224020,905,334,165,27,19,0,68,611,119
06037224200,749,265,41,24,27,0,84,655,30
06037224310,560,255,15,0,52,0,48,435,43
06037224320,1129,339,96,20,79,0,0,934,0
06037224410,1075,410,187,0,141,0,114,516,140
06037224420,888,368,53,7,12,0,277,761,62
06037224600,794,156,98,5,31,13,91,660,5
06037224701,271,94,7,0,141,0,17,15,94
06037224702,691,263,34,0,285,13,74,69,219
06037226001,601,178,102,15,4,0,97,476,10
06037226002,1177,392,211,6,101,0,150,406,357
06037226410,864,268,11,30,0,0,126,845,0
06037226420,1357,317,126,0,77,45,173,1109,0
06037226701,641,191,29,32,0,0,157,612,0
06037226702,900,280,42,12,0,0,183,846,0
06037227010,1077,367,78,0,0,0,77,999,0
06037227020,782,242,10,12,0,0,24,772,0
06037228100,1221,445,47,0,0,0,55,1174,0
06037228210,1022,254,181,37,48,0,30,787,0
06037228220,966,228,110,10,0,0,113,837,1
06037228310,1051,263,56,33,0,0,138,978,17
06037228320,727,266,81,0,0,0,11,641,5
06037228410,732,189,64,5,16,0,26,613,22
06037228420,672,142,50,36,0,0,79,619,0
06037228500,1137,348,249,24,0,0,49,881,0
06037228600,1107,223,59,0,0,0,59,1038,7
06037228710,1000,267,106,23,22,0,62,861,5
06037228720,1139,359,147,18,0,8,152,984,0
06037228800,1245,535,118,0,25,0,12,1102,0
06037228900,789,262,103,26,0,0,27,632,6
06037229100,1101,286,227,14,0,0,72,782,0
06037229200,1205,265,266,0,40,0,141,881,0
06037229300,1362,406,160,7,16,9,45,1172,14
06037229410,878,416,62,0,6,0,160,764,23
06037229420,1029,318,123,10,8,0,60,880,23
06037231100,690,339,75,0,0,0,102,581,24
06037231210,1160,288,302,0,0,32,52,795,31
06037231220,1437,229,436,10,188,0,210,744,30
06037231301,836,359,120,0,51,0,117,576,9
06037231302,835,153,273,39,19,0,143,527,43
06037231400,1522,352,483,0,23,0,155,858,98
06037231500,1461,287,568,37,133,0,104,752,8
06037231601,743,168,287,21,0,0,64,413,16
06037231602,611,189,181,6,0,0,47,375,36
06037231603,756,242,138,42,27,0,0,583,8
06037231710,1250,362,394,12,0,0,140,830,7
06037231720,1473,519,194,6,94,0,214,1116,69
06037231800,1446,430,162,26,0,0,235,1198,0
06037231901,747,230,128,26,0,0,27,619,0
06037231902,789,289,122,33,19,0,67,631,7
06037232110,829,333,181,0,5,0,124,640,7
06037232120,1502,412,505,0,20,0,169,922,14
06037232200,882,206,337,0,3,0,127,534,5
