GEO_ID,NAME,Gross Rent
06037208903,"Census Tract 2089.03, Los Angeles County, California",1116
06037208904,"Census Tract 2089.04, Los Angeles County, California",876
06037209103,"Census Tract 2091.03, Los Angeles County, California",1057
06037209104,"Census Tract 2091.04, Los Angeles County, California",941
06037209105,"Census Tract 2091.05, Los Angeles County, California",1027
06037209106,"Census Tract 2091.06, Los Angeles County, California",1296
06037209201,"Census Tract 2092.01, Los Angeles County, California",2448
06037209202,"Census Tract 2092.02, Los Angeles County, California",1030
06037209300,"Census Tract 2093, Los Angeles County, California",1102
06037209401,"Census Tract 2094.01, Los Angeles County, California",967
06037209402,"Census Tract 2094.02, Los Angeles County, California",1082
06037209403,"Census Tract 2094.03, Los Angeles County, California",835
06037209510,"Census Tract 2095.10, Los Angeles County, California",1351
06037209520,"Census Tract 2095.20, Los Angeles County, California",1083
06037209810,"Census Tract 2098.10, Los Angeles County, California",1002
06037209820,"Census Tract 2098.20, Los Angeles County, California",1014
06037210010,"Census Tract 2100.10, Los Angeles County, California",984
06037211000,"Census Tract 2110, Los Angeles County, California",2782
06037211121,"Census Tract 2111.21, Los Angeles County, California",1683
06037211122,"Census Tract 2111.22, Los Angeles County, California",1701
06037211123,"Census Tract 2111.23, Los Angeles County, California",2432
06037211124,"Census Tract 2111.24, Los Angeles County, California",1606
06037211201,"Census Tract 2112.01, Los Angeles County, California",1539
06037211202,"Census Tract 2112.02, Los Angeles County, California",1182
06037211310,"Census Tract 2113.10, Los Angeles County, California",1367
06037211320,"Census Tract 2113.20, Los Angeles County, California",1326
06037211410,"Census Tract 2114.10, Los Angeles County, California",1452
06037211420,"Census Tract 2114.20, Los Angeles County, California",1485
06037211500,"Census Tract 2115, Los Angeles County, California",1489
06037211701,"Census Tract 2117.01, Los Angeles County, California",1787
06037211703,"Census Tract 2117.03, Los Angeles County, California",1470
06037211704,"Census Tract 2117.04, Los Angeles County, California",1492
06037211802,"Census Tract 2118.02, Los Angeles County, California",1439
06037211803,"Census Tract 2118.03, Los Angeles County, California",1668
06037211804,"Census Tract 2118.04, Los Angeles County, California",1523
06037211910,"Census Tract 2119.10, Los Angeles County, California",1460
06037211921,"Census Tract 2119.21, Los Angeles County, California",1363
06037211922,"Census Tract 2119.22, Los Angeles County, California",1402
06037212101,"Census Tract 2121.01, Los Angeles County, California",1778
06037212102,"Census Tract 2121.02, Los Angeles County, California",1355
06037212202,"Census Tract 2122.02, Los Angeles County, California",1492
06037212203,"Census Tract 2122.03, Los Angeles County, California",1098
06037212204,"Census Tract 2122.04, Los Angeles County, California",1155
06037212303,"Census Tract 2123.03, Los Angeles County, California",1493
06037212304,"Census Tract 2123.04, Los Angeles County, California",1219
06037212305,"Census Tract 2123.05, Los Angeles County, California",1301
06037212306,"Census Tract 2123.06, Los Angeles County, California",1552
06037212410,"Census Tract 2124.10, Los Angeles County, California",1758
06037212420,"Census Tract 2124.20, Los Angeles County, California",1451
06037212501,"Census Tract 2125.01, Los Angeles County, California",1433
06037212502,"Census Tract 2125.02, Los Angeles County, California",1732
06037212610,"Census Tract 2126.10, Los Angeles County, California",1497
06037212620,"Census Tract 2126.20, Los Angeles County, California",1409
06037212701,"Census Tract 2127.01, Los Angeles County, California",1723
06037212702,"Census Tract 2127.02, Los Angeles County, California",1910
06037212800,"Census Tract 2128, Los Angeles County, California",1550
06037212900,"Census Tract 2129, Los Angeles County, California",1307
06037213100,"Census Tract 2131, Los Angeles County, California",1397
06037213201,"Census Tract 2132.01, Los Angeles County, California",1407
06037213202,"Census Tract 2132.02, Los Angeles County, California",1333
06037213310,"Census Tract 2133.10, Los Angeles County, California",1303
06037213320,"Census Tract 2133.20, Los Angeles County, California",1038
06037213401,"Census Tract 2134.01, Los Angeles County, California",1331
06037213402,"Census Tract 2134.02, Los Angeles County, California",1321
06037214000,"Census Tract 2140, Los Angeles County, California",1978
06037214100,"Census Tract 2141, Los Angeles County, California",2589
06037214400,"Census Tract 2144, Los Angeles County, California",2284
06037214501,"Census Tract 2145.01, Los Angeles County, California",3062
06037214503,"Census Tract 2145.03, Los Angeles County, California",2642
06037214504,"Census Tract 2145.04, Los Angeles County, California",2522
06037214505,"Census Tract 2145.05, Los Angeles County, California",2774
06037214600,"Census Tract 2146, Los Angeles County, California",2278
06037214700,"Census Tract 2147, Los Angeles County, California",2115
06037214800,"Census Tract 2148, Los Angeles County, California",2138
06037214902,"Census Tract 2149.02, Los Angeles County, California",2383
06037214903,"Census Tract 2149.03, Los Angeles County, California",1980
06037214904,"Census Tract 2149.04, Los Angeles County, California",2137
06037215101,"Census Tract 2151.01, Los Angeles County, California",2026
06037215102,"Census Tract 2151.02, Los Angeles County, California",1953
06037216100,"Census Tract 2161, Los Angeles County, California",2389
06037216201,"Census Tract 2162.01, Los Angeles County, California",2490
06037216202,"Census Tract 2162.02, Los Angeles County, California",1967
06037216301,"Census Tract 2163.01, Los Angeles County, California",3019
06037216302,"Census Tract 2163.02, Los Angeles County, California",1870
06037216401,"Census Tract 2164.01, Los Angeles County, California",2134
06037216402,"Census Tract 2164.02, Los Angeles County, California",2153
06037216700,"Census Tract 2167, Los Angeles County, California",1818
06037216800,"Census Tract 2168, Los Angeles County, California",2088
06037216901,"Census Tract 2169.01, Los Angeles County, California",1905
06037216902,"Census Tract 2169.02, Los Angeles County, California",1828
06037217001,"Census Tract 2170.01, Los Angeles County, California",2096
06037217002,"Census Tract 2170.02, Los Angeles County, California",2115
06037217101,"Census Tract 2171.01, Los Angeles County, California",1651
06037217102,"Census Tract 2171.02, Los Angeles County, California",1895
06037217200,"Census Tract 2172, Los Angeles County, California",1733
06037218110,"Census Tract 2181.10, Los Angeles County, California",1346
06037218120,"Census Tract 2181.20, Los Angeles County, California",1120
06037218210,"Census Tract 2182.10, Los Angeles County, California",1419
06037218220,"Census Tract 2182.20, Los Angeles County, California",1726
06037218300,"Census Tract 2183, Los Angeles County, California",1621
06037218400,"Census Tract 2184, Los Angeles County, California",1565
06037218500,"Census Tract 2185, Los Angeles County, California",1271
06037218600,"Census Tract 2186, Los Angeles County, California",1376
06037218701,"Census Tract 2187.01, Los Angeles County, California",1526
06037218702,"Census Tract 2187.02, Los Angeles County, California",1535
06037218800,"Census Tract 2188, Los Angeles County, California",1429
06037218900,"Census Tract 2189, Los Angeles County, California",1412
06037219010,"Census Tract 2190.10, Los Angeles County, California",1272
06037219020,"Census Tract 2190.20, Los Angeles County, California",1395
06037219300,"Census Tract 2193, Los Angeles County, California",1311
06037219500,"Census Tract 2195, Los Angeles County, California",1665
06037219700,"Census Tract 2197, Los Angeles County, California",1335
06037219800,"Census Tract 2198, Los Angeles County, California",1439
06037219901,"Census Tract 2199.01, Los Angeles County, California",1225
06037219902,"Census Tract 2199.02, Los Angeles County, California",1557
06037220000,"Census Tract 2200, Los Angeles County, California",1482
06037220100,"Census Tract 2201, Los Angeles County, California",1275
06037221110,"Census Tract 2211.10, Los Angeles County, California",1026
06037221120,"Census Tract 2211.20, Los Angeles County, California",1227
06037221210,"Census Tract 2212.10, Los Angeles County, California",1295
06037221220,"Census Tract 2212.20, Los Angeles County, California",1169
06037221302,"Census Tract 2213.02, Los Angeles County, California",1205
06037221303,"Census Tract 2213.03, Los Angeles County, California",1174
06037221304,"Census Tract 2213.04, Los Angeles County, California",1362
06037221401,"Census Tract 2214.01, Los Angeles County, California",1303
06037221402,"Census Tract 2214.02, Los Angeles County, California",1282
06037221500,"Census Tract 2215, Los Angeles County, California",1052
06037221601,"Census Tract 2216.01, Los Angeles County, California",1171
06037221602,"Census Tract 2216.02, Los Angeles County, California",1200
06037221710,"Census Tract 2217.10, Los Angeles County, California",1264
06037221810,"Census Tract 2218.10, Los Angeles County, California",1345
06037221820,"Census Tract 2218.20, Los Angeles County, California",1706
06037221900,"Census Tract 2219, Los Angeles County, California",1176
06037222001,"Census Tract 2220.01, Los Angeles County, California",1321
06037222002,"Census Tract 2220.02, Los Angeles County, California",1310
06037222100,"Census Tract 2221, Los Angeles County, California",1466
06037222200,"Census Tract 2222, Los Angeles County, California",1334
06037222500,"Census Tract 2225, Los Angeles County, California",1533
06037222600,"Census Tract 2226, Los Angeles County, California",1320
06037222700,"Census Tract 2227, Los Angeles County, California",1556
06037224010,"Census Tract 2240.10, Los Angeles County, California",1159
06037224020,"Census Tract 2240.20, Los Angeles County, California",1001
06037224200,"Census Tract 2242, Los Angeles County, California",1149
06037224310,"Census Tract 2243.10, Los Angeles County, California",1127
06037224320,"Census Tract 2243.20, Los Angeles County, California",917
06037224410,"Census Tract 2244.10, Los Angeles County, California",1183
06037224420,"Census Tract 2244.20, Los Angeles County, California",889
06037224600,"Census Tract 2246, Los Angeles County, California",1126
06037224701,"Census Tract 2247.01, Los Angeles County, California",2165
06037224702,"Census Tract 2247.02, Los Angeles County, California",1532
06037226001,"Census Tract 2260.01, Los Angeles County, California",1120
06037226002,"Census Tract 2260.02, Los Angeles County, California",1468
06037226410,"Census Tract 2264.10, Los Angeles County, California",1272
06037226420,"Census Tract 2264.20, Los Angeles County, California",1181
06037226701,"Census Tract 2267.01, Los Angeles County, California",1306
06037226702,"Census Tract 2267.02, Los Angeles County, California",1170
06037227010,"Census Tract 2270.10, Los Angeles County, California",1251
06037227020,"Census Tract 2270.20, Los Angeles County, California",1518
06037228100,"Census Tract 2281, Los Angeles County, California",1445
06037228210,"Census Tract 2282.10, Los Angeles County, California",1262
06037228220,"Census Tract 2282.20, Los Angeles County, California",1249
06037228310,"Census Tract 2283.10, Los Angeles County, California",1185
06037228320,"Census Tract 2283.20, Los Angeles County, California",1422
06037228410,"Census Tract 2284.10, Los Angeles County, California",1436
06037228420,"Census Tract 2284.20, Los Angeles County, California",1296
06037228500,"Census Tract 2285, Los Angeles County, California",1339
06037228600,"Census Tract 2286, Los Angeles County, California",1394
06037228710,"Census Tract 2287.10, Los Angeles County, California",1339
06037228720,"Census Tract 2287.20, Los Angeles County, California",1324
06037228800,"Census Tract 2288, Los Angeles County, California",1302
06037228900,"Census Tract 2289, Los Angeles County, California",924
06037229100,"Census Tract 2291, Los Angeles County, California",1485
06037229200,"Census Tract 2292, Los Angeles County, California",1289
06037229300,"Census Tract 2293, Los Angeles County, California",1176
06037229410,"Census Tract 2294.10, Los Angeles County, California",1405
06037229420,"Census Tract 2294.20, Los Angeles County, California",1353
06037231100,"Census Tract 2311, Los Angeles County, California",1140
06037231210,"Census Tract 2312.10, Los Angeles County, California",1244
06037231220,"Census Tract 2312.20, Los Angeles County, California",985
06037231301,"Census Tract 2313.01, Los Angeles County, California",1570
06037231302,"Census Tract 2313.02, Los Angeles County, California",1303
06037231400,"Census Tract 2314, Los Angeles County, California",1202
06037231500,"Census Tract 2315, Los Angeles County, California",1408
06037231601,"Census Tract 2316.01, Los Angeles County, California",1277
06037231602,"Census Tract 2316.02, Los Angeles County, California",1395
06037231603,"Census Tract 2316.03, Los Angeles County, California",1417
06037231710,"Census Tract 2317.10, Los Angeles County, California",1241
06037231720,"Census Tract 2317.20, Los Angeles County, California",1150
06037231800,"Census Tract 2318, Los Angeles County, California",1169
06037231901,"Census Tract 2319.01, Los Angeles County, California",1589
06037231902,"Census Tract 2319.02, Los Angeles County, California",1144
06037232110,"Census Tract 2321.10, Los Angeles County, California",1246
06037232120,"Census Tract 2321.20, Los Angeles County, California",1331
06037232200,"Census Tract 2322, Los Angeles County, California",1338
06037232300,"Census Tract 2323, Los Angeles County, California",1306
06037232401,"Census Tract 2324.01, Los Angeles County, California",1813
06037232402,"Census Tract 2324.02, Los Angeles County, California",879
06037232500,"Census Tract 2325, Los Angeles County, California",1188
06037232601,"Census Tract 2326.01, Los Angeles County, California",1335
06037232602,"Census Tract 2326.02, Los Angeles County, California",1543
06037232701,"Census Tract 2327.01, Los Angeles County, California",1467
06037232702,"Census Tract 2327.02, Los Angeles County, California",1249
06037232800,"Census Tract 2328, Los Angeles County, California",1153
06037234001,"Census Tract 2340.01, Los Angeles County, California",1209
06037234002,"Census Tract 2340.02, Los Angeles County, California",1671
06037234200,"Census Tract 2342, Los Angeles County, California",1261
06037234301,"Census Tract 2343.01, Los Angeles County, California",1452
06037234302,"Census Tract 2343.02, Los Angeles County, California",1485
06037234501,"Census Tract 2345.01, Los Angeles County, California",1290
06037234502,"Census Tract 2345.02, Los Angeles County, California",1027
06037234600,"Census Tract 2346, Los Angeles County, California",1724
06037234700,"Census Tract 2347, Los Angeles County, California",1300
06037234800,"Census Tract 2348, Los Angeles County, California",1549
06037234901,"Census Tract 2349.01, Los Angeles County, California",972
06037234902,"Census Tract 2349.02, Los Angeles County, California",1070
06037235100,"Census Tract 2351, Los Angeles County, California",2515
06037235201,"Census Tract 2352.01, Los Angeles County, California",1255
06037235202,"Census Tract 2352.02, Los Angeles County, California",1177
06037236001,"Census Tract 2360.01, Los Angeles County, California",2324
06037236101,"Census Tract 2361.01, Los Angeles County, California",1361
06037236102,"Census Tract 2361.02, Los Angeles County, California",1334
06037236203,"Census Tract 2362.03, Los Angeles County, California",1357
06037236204,"Census Tract 2362.04, Los Angeles County, California",1373
06037236205,"Census Tract 2362.05, Los Angeles County, California",1108
06037236206,"Census Tract 2362.06, Los Angeles County, California",1362
06037236400,"Census Tract 2364, Los Angeles County, California",1538
06037237101,"Census Tract 2371.01, Los Angeles County, California",1185
06037237102,"Census Tract 2371.02, Los Angeles County, California",1203
06037237201,"Census Tract 2372.01, Los Angeles County, California",1350
06037237202,"Census Tract 2372.02, Los Angeles County, California",1373
06037237300,"Census Tract 2373, Los Angeles County, California",1354
06037237401,"Census Tract 2374.01, Los Angeles County, California",1413
06037237402,"Census Tract 2374.02, Los Angeles County, California",1242
06037237500,"Census Tract 2375, Los Angeles County, California",1118
06037237600,"Census Tract 2376, Los Angeles County, California",1251
06037237710,"Census Tract 2377.10, Los Angeles County, California",1159
06037237720,"Census Tract 2377.20, Los Angeles County, California",1276
06037237800,"Census Tract 2378, Los Angeles County, California",1120
06037237900,"Census Tract 2379, Los Angeles County, California",1393
06037238000,"Census Tract 2380, Los Angeles County, California",1587
06037238100,"Census Tract 2381, Los Angeles County, California",1086
06037238200,"Census Tract 2382, Los Angeles County, California",1079
06037238310,"Census Tract 2383.10, Los Angeles County, California",1269
06037238320,"Census Tract 2383.20, Los Angeles County, California",1072
06037238400,"Census Tract 2384, Los Angeles County, California",1166
06037239201,"Census Tract 2392.01, Los Angeles County, California",1247
06037239202,"Census Tract 2392.02, Los Angeles County, California",1333
06037239310,"Census Tract 2393.10, Los Angeles County, California",1239
06037239320,"Census Tract 2393.20, Los Angeles County, California",1386
06037239330,"Census Tract 2393.30, Los Angeles County, California",1453
06037239501,"Census Tract 2395.01, Los Angeles County, California",1432
06037239502,"Census Tract 2395.02, Los Angeles County, California",1330
06037239601,"Census Tract 2396.01, Los Angeles County, California",1206
06037239602,"Census Tract 2396.02, Los Angeles County, California",1200
06037239701,"Census Tract 2397.01, Los Angeles County, California",1177
06037239702,"Census Tract 2397.02, Los Angeles County, California",1270
06037239801,"Census Tract 2398.01, Los Angeles County, California",1300
06037239802,"Census Tract 2398.02, Los Angeles County, California",1247
06037240010,"Census Tract 2400.10, Los Angeles County, California",1174
06037240020,"Census Tract 2400.20, Los Angeles County, California",1578
06037240200,"Census Tract 2402, Los Angeles County, California",1341
06037240301,"Census Tract 2403.01, Los Angeles County, California",1206
06037240302,"Census Tract 2403.02, Los Angeles County, California",1203
06037240401,"Census Tract 2404.01, Los Angeles County, California",1284
06037240402,"Census Tract 2404.02, Los Angeles County, California",1223
06037240500,"Census Tract 2405, Los Angeles County, California",1309
06037240600,"Census Tract 2406, Los Angeles County, California",1487
06037240700,"Census Tract 2407, Los Angeles County, California",1648
06037240800,"Census Tract 2408, Los Angeles County, California",1135
06037240901,"Census Tract 2409.01, Los Angeles County, California",1945
06037240902,"Census Tract 2409.02, Los Angeles County, California",1458
06037241001,"Census Tract 2410.01, Los Angeles County, California",1376
06037241002,"Census Tract 2410.02, Los Angeles County, California",1508
06037241110,"Census Tract 2411.10, Los Angeles County, California",1530
06037241120,"Census Tract 2411.20, Los Angeles County, California",1166
06037241201,"Census Tract 2412.01, Los Angeles County, California",1535
06037241202,"Census Tract 2412.02, Los Angeles County, California",1331
06037241300,"Census Tract 2413, Los Angeles County, California",1255
06037241400,"Census Tract 2414, Los Angeles County, California",1221
06037242000,"Census Tract 2420, Los Angeles County, California",1199
06037242100,"Census Tract 2421, Los Angeles County, California",834
06037242201,"Census Tract 2422.01, Los Angeles County, California",1352
06037242202,"Census Tract 2422.02, Los Angeles County, California",953
06037242300,"Census Tract 2423, Los Angeles County, California",1236
06037242600,"Census Tract 2426, Los Angeles County, California",675
06037242700,"Census Tract 2427, Los Angeles County, California",791
06037243001,"Census Tract 2430.01, Los Angeles County, California",1661
06037243002,"Census Tract 2430.02, Los Angeles County, California",1747
06037243100,"Census Tract 2431, Los Angeles County, California",968
06037261102,"Census Tract 2611.02, Los Angeles County, California","3,500+"
06037261103,"Census Tract 2611.03, Los Angeles County, California",2483
06037261104,"Census Tract 2611.04, Los Angeles County, California",3100
06037261200,"Census Tract 2612, Los Angeles County, California",2050
06037262100,"Census Tract 2621, Los Angeles County, California",2583
06037262200,"Census Tract 2622, Los Angeles County, California",2457
06037262301,"Census Tract 2623.01, Los Angeles County, California",2153
06037262302,"Census Tract 2623.02, Los Angeles County, California",2648
06037262303,"Census Tract 2623.03, Los Angeles County, California",-
06037262400,"Census Tract 2624, Los Angeles County, California","3,500+"
06037262501,"Census Tract 2625.01, Los Angeles County, California",3048
06037262601,"Census Tract 2626.01, Los Angeles County, California","3,500+"
06037262604,"Census Tract 2626.04, Los Angeles County, California",3083
06037262704,"Census Tract 2627.04, Los Angeles County, California",2674
06037262706,"Census Tract 2627.06, Los Angeles County, California",1936
06037262802,"Census Tract 2628.02, Los Angeles County, California",2216
06037264000,"Census Tract 2640, Los Angeles County, California",2798
06037264102,"Census Tract 2641.02, Los Angeles County, California",2584
06037264103,"Census Tract 2641.03, Los Angeles County, California",2430
06037264303,"Census Tract 2643.03, Los Angeles County, California",2823
06037264304,"Census Tract 2643.04, Los Angeles County, California",2541
06037264305,"Census Tract 2643.05, Los Angeles County, California",2834
06037264306,"Census Tract 2643.06, Los Angeles County, California",2326
06037265100,"Census Tract 2651, Los Angeles County, California",3193
06037265201,"Census Tract 2652.01, Los Angeles County, California","3,500+"
06037265203,"Census Tract 2652.03, Los Angeles County, California",2472
06037265204,"Census Tract 2652.04, Los Angeles County, California",3323
06037265301,"Census Tract 2653.01, Los Angeles County, California",-
06037265303,"Census Tract 2653.03, Los Angeles County, California",2388
06037265304,"Census Tract 2653.04, Los Angeles County, California",2160
06037265306,"Census Tract 2653.06, Los Angeles County, California",2266
06037265307,"Census Tract 2653.07, Los Angeles County, California",1907
06037265410,"Census Tract 2654.10, Los Angeles County, California",2400
06037265420,"Census Tract 2654.20, Los Angeles County, California",2316
06037265521,"Census Tract 2655.21, Los Angeles County, California",2267
06037265522,"Census Tract 2655.22, Los Angeles County, California",2564
06037265523,"Census Tract 2655.23, Los Angeles County, California",2481
06037265524,"Census Tract 2655.24, Los Angeles County, California",2669
06037265601,"Census Tract 2656.01, Los Angeles County, California",2407
06037265602,"Census Tract 2656.02, Los Angeles County, California",3306
06037265701,"Census Tract 2657.01, Los Angeles County, California",1949
06037265702,"Census Tract 2657.02, Los Angeles County, California",2683
06037267101,"Census Tract 2671.01, Los Angeles County, California",2291
06037267102,"Census Tract 2671.02, Los Angeles County, California",2394
06037267201,"Census Tract 2672.01, Los Angeles County, California",2345
06037267202,"Census Tract 2672.02, Los Angeles County, California",2669
06037267300,"Census Tract 2673, Los Angeles County, California",1841
06037267403,"Census Tract 2674.03, Los Angeles County, California",2253
06037267404,"Census Tract 2674.04, Los Angeles County, California",2379
06037267405,"Census Tract 2674.05, Los Angeles County, California",2534
06037267406,"Census Tract 2674.06, Los Angeles County, California",2133
06037267502,"Census Tract 2675.02, Los Angeles County, California",1941
06037267503,"Census Tract 2675.03, Los Angeles County, California",2374
06037267504,"Census Tract 2675.04, Los Angeles County, California",2239
06037267600,"Census Tract 2676, Los Angeles County, California",2325
06037267700,"Census Tract 2677, Los Angeles County, California",2255
06037267800,"Census Tract 2678, Los Angeles County, California",2627
06037267901,"Census Tract 2679.01, Los Angeles County, California",3396
06037267902,"Census Tract 2679.02, Los Angeles County, California",2944
06037269000,"Census Tract 2690, Los Angeles County, California",2377
06037269100,"Census Tract 2691, Los Angeles County, California",2408
06037269300,"Census Tract 2693, Los Angeles County, California",2571
06037269500,"Census Tract 2695, Los Angeles County, California","3,500+"
06037269601,"Census Tract 2696.01, Los Angeles County, California",1542
06037269602,"Census Tract 2696.02, Los Angeles County, California",1782
06037269700,"Census Tract 2697, Los Angeles County, California",1900
06037269800,"Census Tract 2698, Los Angeles County, California",2067
06037269903,"Census Tract 2699.03, Los Angeles County, California",2002
06037269905,"Census Tract 2699.05, Los Angeles County, California",2076
06037269906,"Census Tract 2699.06, Los Angeles County, California",2160
06037269907,"Census Tract 2699.07, Los Angeles County, California",2139
06037269908,"Census Tract 2699.08, Los Angeles County, California",1798
06037269909,"Census Tract 2699.09, Los Angeles County, California",1832
06037270101,"Census Tract 2701.01, Los Angeles County, California",2183
06037270102,"Census Tract 2701.02, Los Angeles County, California",1733
06037270200,"Census Tract 2702, Los Angeles County, California",1694
06037270300,"Census Tract 2703, Los Angeles County, California",1634
06037271100,"Census Tract 2711, Los Angeles County, California",1908
06037271200,"Census Tract 2712, Los Angeles County, California",1866
06037271300,"Census Tract 2713, Los Angeles County, California",2244
06037271400,"Census Tract 2714, Los Angeles County, California","3,500+"
06037271500,"Census Tract 2715, Los Angeles County, California",2425
06037271600,"Census Tract 2716, Los Angeles County, California",1946
06037271702,"Census Tract 2717.02, Los Angeles County, California",1965
06037271703,"Census Tract 2717.03, Los Angeles County, California",2089
06037271704,"Census Tract 2717.04, Los Angeles County, California",2435
06037271801,"Census Tract 2718.01, Los Angeles County, California",1816
06037271803,"Census Tract 2718.03, Los Angeles County, California",1842
06037271804,"Census Tract 2718.04, Los Angeles County, California",2011
06037271901,"Census Tract 2719.01, Los Angeles County, California",2090
06037271902,"Census Tract 2719.02, Los Angeles County, California",1680
06037272100,"Census Tract 2721, Los Angeles County, California",1967
06037272201,"Census Tract 2722.01, Los Angeles County, California",1788
06037272202,"Census Tract 2722.02, Los Angeles County, California",1816
06037272301,"Census Tract 2723.01, Los Angeles County, California",2115
06037272302,"Census Tract 2723.02, Los Angeles County, California",1625
06037273100,"Census Tract 2731, Los Angeles County, California",3399
06037273200,"Census Tract 2732, Los Angeles County, California",2666
06037273300,"Census Tract 2733, Los Angeles County, California",2216
06037273403,"Census Tract 2734.03, Los Angeles County, California",1458
06037273404,"Census Tract 2734.04, Los Angeles County, California",1904
06037273502,"Census Tract 2735.02, Los Angeles County, California",2204
06037273600,"Census Tract 2736, Los Angeles County, California",2840
06037273700,"Census Tract 2737, Los Angeles County, California",2535
06037273800,"Census Tract 2738, Los Angeles County, California",2211
06037273902,"Census Tract 2739.02, Los Angeles County, California",2312
06037274100,"Census Tract 2741, Los Angeles County, California",2888
06037274202,"Census Tract 2742.02, Los Angeles County, California",2612
06037275101,"Census Tract 2751.01, Los Angeles County, California",2132
06037275102,"Census Tract 2751.02, Los Angeles County, California",1702
06037275200,"Census Tract 2752, Los Angeles County, California",1768
06037275311,"Census Tract 2753.11, Los Angeles County, California",1858
06037275312,"Census Tract 2753.12, Los Angeles County, California",3217
06037275313,"Census Tract 2753.13, Los Angeles County, California",3459
06037275400,"Census Tract 2754, Los Angeles County, California",3003
06037275500,"Census Tract 2755, Los Angeles County, California",1141
06037275603,"Census Tract 2756.03, Los Angeles County, California",1917
06037275604,"Census Tract 2756.04, Los Angeles County, California","3,500+"
06037275605,"Census Tract 2756.05, Los Angeles County, California",2666
06037276000,"Census Tract 2760, Los Angeles County, California",2857
06037276101,"Census Tract 2761.01, Los Angeles County, California",2458
06037276102,"Census Tract 2761.02, Los Angeles County, California",1947
06037276400,"Census Tract 2764, Los Angeles County, California","3,500+"
06037276500,"Census Tract 2765, Los Angeles County, California",2370
06037276601,"Census Tract 2766.01, Los Angeles County, California",2220
06037276605,"Census Tract 2766.05, Los Angeles County, California",2721
06037276606,"Census Tract 2766.06, Los Angeles County, California",2286
06037276607,"Census Tract 2766.07, Los Angeles County, California",2706
06037276608,"Census Tract 2766.08, Los Angeles County, California",2160
06037277000,"Census Tract 2770, Los Angeles County, California",2559
06037277100,"Census Tract 2771, Los Angeles County, California","3,500+"
06037277200,"Census Tract 2772, Los Angeles County, California",1744
06037277400,"Census Tract 2774, Los Angeles County, California",1732
06037278001,"Census Tract 2780.01, Los Angeles County, California",1896
06037278102,"Census Tract 2781.02, Los Angeles County, California",2665
06037291110,"Census Tract 2911.10, Los Angeles County, California",1192
06037291120,"Census Tract 2911.20, Los Angeles County, California",1258
06037291130,"Census Tract 2911.30, Los Angeles County, California",1379
06037291210,"Census Tract 2912.10, Los Angeles County, California",1462
06037291220,"Census Tract 2912.20, Los Angeles County, California",1263
06037291300,"Census Tract 2913, Los Angeles County, California",1576
06037292001,"Census Tract 2920.01, Los Angeles County, California",1545
06037292002,"Census Tract 2920.02, Los Angeles County, California",2358
06037293203,"Census Tract 2932.03, Los Angeles County, California",1401
06037293204,"Census Tract 2932.04, Los Angeles County, California",1655
06037293205,"Census Tract 2932.05, Los Angeles County, California",1425
06037293206,"Census Tract 2932.06, Los Angeles County, California",1463
06037293301,"Census Tract 2933.01, Los Angeles County, California",1635
06037293302,"Census Tract 2933.02, Los Angeles County, California",1913
06037293304,"Census Tract 2933.04, Los Angeles County, California",1252
06037293306,"Census Tract 2933.06, Los Angeles County, California",1617
06037293307,"Census Tract 2933.07, Los Angeles County, California",1203
06037294110,"Census Tract 2941.10, Los Angeles County, California",1303
06037294120,"Census Tract 2941.20, Los Angeles County, California",1436
06037294200,"Census Tract 2942, Los Angeles County, California",1111
06037294301,"Census Tract 2943.01, Los Angeles County, California",1270
06037294302,"Census Tract 2943.02, Los Angeles County, California",1266
06037294410,"Census Tract 2944.10, Los Angeles County, California",1440
06037294421,"Census Tract 2944.21, Los Angeles County, California",1389
06037294510,"Census Tract 2945.10, Los Angeles County, California",1197
06037294520,"Census Tract 2945.20, Los Angeles County, California",1383
06037294610,"Census Tract 2946.10, Los Angeles County, California",1333
06037294620,"Census Tract 2946.20, Los Angeles County, California",1386
06037294701,"Census Tract 2947.01, Los Angeles County, California",1041
06037294810,"Census Tract 2948.10, Los Angeles County, California",1300
06037294820,"Census Tract 2948.20, Los Angeles County, California",1140
06037294830,"Census Tract 2948.30, Los Angeles County, California",1197
06037294900,"Census Tract 2949, Los Angeles County, California",1185
06037295103,"Census Tract 2951.03, Los Angeles County, California",2734
06037296210,"Census Tract 2962.10, Los Angeles County, California",1130
06037296220,"Census Tract 2962.20, Los Angeles County, California",645
06037296300,"Census Tract 2963, Los Angeles County, California",2235
06037296401,"Census Tract 2964.01, Los Angeles County, California",1613
06037296402,"Census Tract 2964.02, Los Angeles County, California",1788
06037296500,"Census Tract 2965, Los Angeles County, California",1229
06037296600,"Census Tract 2966, Los Angeles County, California",1424
06037296901,"Census Tract 2969.01, Los Angeles County, California",1420
06037296902,"Census Tract 2969.02, Los Angeles County, California",1407
06037297001,"Census Tract 2970.01, Los Angeles County, California",2550
06037297002,"Census Tract 2970.02, Los Angeles County, California",1734
06037297110,"Census Tract 2971.10, Los Angeles County, California",1201
06037297120,"Census Tract 2971.20, Los Angeles County, California",1354
06037297201,"Census Tract 2972.01, Los Angeles County, California",1601
06037297202,"Census Tract 2972.02, Los Angeles County, California",1609
06037297300,"Census Tract 2973, Los Angeles County, California",2242
