GEO_ID,NAME,Gross Rent
06037121010,"Census Tract 1210.10, Los Angeles County, California",2002
06037121020,"Census Tract 1210.20, Los Angeles County, California",1796
06037121101,"Census Tract 1211.01, Los Angeles County, California",1406
06037121102,"Census Tract 1211.02, Los Angeles County, California",2183
06037121210,"Census Tract 1212.10, Los Angeles County, California",1168
06037121221,"Census Tract 1212.21, Los Angeles County, California",1260
06037121222,"Census Tract 1212.22, Los Angeles County, California",1546
06037121600,"Census Tract 1216, Los Angeles County, California",2368
06037121801,"Census Tract 1218.01, Los Angeles County, California",1578
06037121802,"Census Tract 1218.02, Los Angeles County, California",1837
06037121900,"Census Tract 1219, Los Angeles County, California",1728
06037122000,"Census Tract 1220, Los Angeles County, California",1777
06037122120,"Census Tract 1221.20, Los Angeles County, California",1733
06037122121,"Census Tract 1221.21, Los Angeles County, California",1286
06037122122,"Census Tract 1221.22, Los Angeles County, California",1561
06037122200,"Census Tract 1222, Los Angeles County, California",1804
06037122410,"Census Tract 1224.10, Los Angeles County, California",1369
06037122420,"Census Tract 1224.20, Los Angeles County, California",1508
06037123010,"Census Tract 1230.10, Los Angeles County, California",1329
06037123020,"Census Tract 1230.20, Los Angeles County, California",1429
06037123103,"Census Tract 1231.03, Los Angeles County, California",1670
06037123104,"Census Tract 1231.04, Los Angeles County, California",1377
06037123203,"Census Tract 1232.03, Los Angeles County, California",1470
06037123204,"Census Tract 1232.04, Los Angeles County, California",1592
06037123205,"Census Tract 1232.05, Los Angeles County, California",1516
06037123206,"Census Tract 1232.06, Los Angeles County, California",1242
06037123301,"Census Tract 1233.01, Los Angeles County, California",1806
06037123303,"Census Tract 1233.03, Los Angeles County, California",1657
06037123304,"Census Tract 1233.04, Los Angeles County, California",1545
06037123410,"Census Tract 1234.10, Los Angeles County, California",1545
06037123420,"Census Tract 1234.20, Los Angeles County, California",1352
06037123510,"Census Tract 1235.10, Los Angeles County, California",1435
06037123520,"Census Tract 1235.20, Los Angeles County, California",1438
06037123601,"Census Tract 1236.01, Los Angeles County, California",1517
06037123602,"Census Tract 1236.02, Los Angeles County, California",1530
06037123700,"Census Tract 1237, Los Angeles County, California",1734
06037123800,"Census Tract 1238, Los Angeles County, California",1600
06037123901,"Census Tract 1239.01, Los Angeles County, California",1662
06037123902,"Census Tract 1239.02, Los Angeles County, California",1622
06037124000,"Census Tract 1240, Los Angeles County, California",1736
06037124102,"Census Tract 1241.02, Los Angeles County, California",1740
06037124103,"Census Tract 1241.03, Los Angeles County, California",1312
06037124104,"Census Tract 1241.04, Los Angeles County, California",1453
06037124105,"Census Tract 1241.05, Los Angeles County, California",1466
06037124201,"Census Tract 1242.01, Los Angeles County, California",1473
06037124203,"Census Tract 1242.03, Los Angeles County, California",1553
06037124204,"Census Tract 1242.04, Los Angeles County, California",1312
06037124300,"Census Tract 1243, Los Angeles County, California",1436
06037124400,"Census Tract 1244, Los Angeles County, California",1812
06037124500,"Census Tract 1245, Los Angeles County, California",1814
06037124600,"Census Tract 1246, Los Angeles County, California",2449
06037124700,"Census Tract 1247, Los Angeles County, California",1901
06037124902,"Census Tract 1249.02, Los Angeles County, California",1584
06037124903,"Census Tract 1249.03, Los Angeles County, California",1843
06037125101,"Census Tract 1251.01, Los Angeles County, California",1715
06037125102,"Census Tract 1251.02, Los Angeles County, California",1945
06037125200,"Census Tract 1252, Los Angeles County, California",1925
06037125310,"Census Tract 1253.10, Los Angeles County, California",1899
06037125321,"Census Tract 1253.21, Los Angeles County, California",1631
06037125322,"Census Tract 1253.22, Los Angeles County, California",1793
06037125402,"Census Tract 1254.02, Los Angeles County, California",2004
06037125403,"Census Tract 1254.03, Los Angeles County, California",1893
06037125404,"Census Tract 1254.04, Los Angeles County, California",2087
06037125501,"Census Tract 1255.01, Los Angeles County, California",1659
06037125502,"Census Tract 1255.02, Los Angeles County, California",1765
06037125600,"Census Tract 1256, Los Angeles County, California",1776
06037127102,"Census Tract 1271.02, Los Angeles County, California",1563
06037127103,"Census Tract 1271.03, Los Angeles County, California",1474
06037127104,"Census Tract 1271.04, Los Angeles County, California",1539
06037127210,"Census Tract 1272.10, Los Angeles County, California",1431
06037127220,"Census Tract 1272.20, Los Angeles County, California",1503
06037127300,"Census Tract 1273, Los Angeles County, California",1593
06037127400,"Census Tract 1274, Los Angeles County, California",1527
06037127520,"Census Tract 1275.20, Los Angeles County, California",1339
06037127603,"Census Tract 1276.03, Los Angeles County, California",1553
06037127604,"Census Tract 1276.04, Los Angeles County, California",1418
06037127605,"Census Tract 1276.05, Los Angeles County, California",1676
06037127606,"Census Tract 1276.06, Los Angeles County, California",1735
06037127711,"Census Tract 1277.11, Los Angeles County, California",1571
06037127712,"Census Tract 1277.12, Los Angeles County, California",1533
06037127803,"Census Tract 1278.03, Los Angeles County, California",1697
06037127804,"Census Tract 1278.04, Los Angeles County, California",1617
06037127805,"Census Tract 1278.05, Los Angeles County, California",1401
06037127806,"Census Tract 1278.06, Los Angeles County, California",1463
06037127910,"Census Tract 1279.10, Los Angeles County, California",1387
06037127920,"Census Tract 1279.20, Los Angeles County, California",1706
06037128101,"Census Tract 1281.01, Los Angeles County, California",1722
06037128102,"Census Tract 1281.02, Los Angeles County, California",1526
06037128210,"Census Tract 1282.10, Los Angeles County, California",1574
06037128220,"Census Tract 1282.20, Los Angeles County, California",1513
06037128302,"Census Tract 1283.02, Los Angeles County, California",1392
06037128303,"Census Tract 1283.03, Los Angeles County, California",1430
06037128400,"Census Tract 1284, Los Angeles County, California",1886
06037128500,"Census Tract 1285, Los Angeles County, California",1784
06037128601,"Census Tract 1286.01, Los Angeles County, California",1459
06037128602,"Census Tract 1286.02, Los Angeles County, California",1682
06037128703,"Census Tract 1287.03, Los Angeles County, California",2118
06037128704,"Census Tract 1287.04, Los Angeles County, California",2201
06037128801,"Census Tract 1288.01, Los Angeles County, California",1793
06037128802,"Census Tract 1288.02, Los Angeles County, California",1922
06037128910,"Census Tract 1289.10, Los Angeles County, California",1864
06037131021,"Census Tract 1310.21, Los Angeles County, California",1385
06037131022,"Census Tract 1310.22, Los Angeles County, California",1615
06037131023,"Census Tract 1310.23, Los Angeles County, California",1710
06037131024,"Census Tract 1310.24, Los Angeles County, California",2083
06037131100,"Census Tract 1311, Los Angeles County, California",2731
06037131200,"Census Tract 1312, Los Angeles County, California",1654
06037131300,"Census Tract 1313, Los Angeles County, California",2488
06037131400,"Census Tract 1314, Los Angeles County, California",1848
06037131600,"Census Tract 1316, Los Angeles County, California",1750
06037131701,"Census Tract 1317.01, Los Angeles County, California",1650
06037131702,"Census Tract 1317.02, Los Angeles County, California",1860
06037131801,"Census Tract 1318.01, Los Angeles County, California",1400
06037131802,"Census Tract 1318.02, Los Angeles County, California",1886
06037131900,"Census Tract 1319, Los Angeles County, California",2585
06037132001,"Census Tract 1320.01, Los Angeles County, California",1568
06037132002,"Census Tract 1320.02, Los Angeles County, California",2298
06037132101,"Census Tract 1321.01, Los Angeles County, California",1625
06037132102,"Census Tract 1321.02, Los Angeles County, California",2026
06037132301,"Census Tract 1323.01, Los Angeles County, California",1332
06037132302,"Census Tract 1323.02, Los Angeles County, California",1672
06037132501,"Census Tract 1325.01, Los Angeles County, California",1778
06037132502,"Census Tract 1325.02, Los Angeles County, California",1573
06037132700,"Census Tract 1327, Los Angeles County, California",1242
06037132900,"Census Tract 1329, Los Angeles County, California",1967
06037133000,"Census Tract 1330, Los Angeles County, California",2193
06037133101,"Census Tract 1331.01, Los Angeles County, California",1747
06037133102,"Census Tract 1331.02, Los Angeles County, California",1559
06037134001,"Census Tract 1340.01, Los Angeles County, California",1649
06037134002,"Census Tract 1340.02, Los Angeles County, California",1274
06037134101,"Census Tract 1341.01, Los Angeles County, California",1587
06037134103,"Census Tract 1341.03, Los Angeles County, California",1434
06037134104,"Census Tract 1341.04, Los Angeles County, California",1631
06037134201,"Census Tract 1342.01, Los Angeles County, California",1573
06037134302,"Census Tract 1343.02, Los Angeles County, California",2864
06037134303,"Census Tract 1343.03, Los Angeles County, California",2402
06037134304,"Census Tract 1343.04, Los Angeles County, California",1806
06037134305,"Census Tract 1343.05, Los Angeles County, California",1539
06037134306,"Census Tract 1343.06, Los Angeles County, California",1541
06037134421,"Census Tract 1344.21, Los Angeles County, California","3,500+"
06037134422,"Census Tract 1344.22, Los Angeles County, California",3142
06037134423,"Census Tract 1344.23, Los Angeles County, California",3444
06037134424,"Census Tract 1344.24, Los Angeles County, California","3,500+"
06037134520,"Census Tract 1345.20, Los Angeles County, California",1437
06037134521,"Census Tract 1345.21, Los Angeles County, California",1587
06037134522,"Census Tract 1345.22, Los Angeles County, California",1397
06037134710,"Census Tract 1347.10, Los Angeles County, California",1517
06037134720,"Census Tract 1347.20, Los Angeles County, California",1847
06037134801,"Census Tract 1348.01, Los Angeles County, California",2127
06037134802,"Census Tract 1348.02, Los Angeles County, California",2750
06037134901,"Census Tract 1349.01, Los Angeles County, California",1368
06037134904,"Census Tract 1349.04, Los Angeles County, California",1326
06037134905,"Census Tract 1349.05, Los Angeles County, California",2694
06037134906,"Census Tract 1349.06, Los Angeles County, California",1749
06037134907,"Census Tract 1349.07, Los Angeles County, California",2398
06037135102,"Census Tract 1351.02, Los Angeles County, California",3071
06037135111,"Census Tract 1351.11, Los Angeles County, California",1923
06037135113,"Census Tract 1351.13, Los Angeles County, California",2588
06037135115,"Census Tract 1351.15, Los Angeles County, California",2055
06037135116,"Census Tract 1351.16, Los Angeles County, California",1974
06037135201,"Census Tract 1352.01, Los Angeles County, California",2962
06037135202,"Census Tract 1352.02, Los Angeles County, California","3,500+"
06037135204,"Census Tract 1352.04, Los Angeles County, California",2753
06037135205,"Census Tract 1352.05, Los Angeles County, California",3065
06037137000,"Census Tract 1370, Los Angeles County, California",3351
06037137103,"Census Tract 1371.03, Los Angeles County, California",2348
06037137104,"Census Tract 1371.04, Los Angeles County, California",2520
06037137202,"Census Tract 1372.02, Los Angeles County, California",2113
06037137203,"Census Tract 1372.03, Los Angeles County, California",2021
06037137301,"Census Tract 1373.01, Los Angeles County, California","3,500+"
06037137302,"Census Tract 1373.02, Los Angeles County, California","3,500+"
06037137401,"Census Tract 1374.01, Los Angeles County, California",2713
06037137402,"Census Tract 1374.02, Los Angeles County, California",2487
06037137501,"Census Tract 1375.01, Los Angeles County, California",2443
06037137502,"Census Tract 1375.02, Los Angeles County, California",2708
06037137504,"Census Tract 1375.04, Los Angeles County, California","3,500+"
06037138000,"Census Tract 1380, Los Angeles County, California","3,500+"
06037139001,"Census Tract 1390.01, Los Angeles County, California",2083
06037139200,"Census Tract 1392, Los Angeles County, California",2006
06037139301,"Census Tract 1393.01, Los Angeles County, California","3,500+"
06037139302,"Census Tract 1393.02, Los Angeles County, California",1838
06037139303,"Census Tract 1393.03, Los Angeles County, California",1456
06037139401,"Census Tract 1394.01, Los Angeles County, California",1530
06037139402,"Census Tract 1394.02, Los Angeles County, California","3,500+"
06037139502,"Census Tract 1395.02, Los Angeles County, California",2018
06037139504,"Census Tract 1395.04, Los Angeles County, California",1822
06037139505,"Census Tract 1395.05, Los Angeles County, California",1712
06037139506,"Census Tract 1395.06, Los Angeles County, California",1789
06037139600,"Census Tract 1396, Los Angeles County, California",2764
06037139701,"Census Tract 1397.01, Los Angeles County, California",2840
06037139703,"Census Tract 1397.03, Los Angeles County, California","3,500+"
06037139704,"Census Tract 1397.04, Los Angeles County, California",3217
06037139705,"Census Tract 1397.05, Los Angeles County, California",-
06037139801,"Census Tract 1398.01, Los Angeles County, California",2458
06037139802,"Census Tract 1398.02, Los Angeles County, California",3467
06037141101,"Census Tract 1411.01, Los Angeles County, California",1961
06037141102,"Census Tract 1411.02, Los Angeles County, California",2069
06037141201,"Census Tract 1412.01, Los Angeles County, California",1950
06037141202,"Census Tract 1412.02, Los Angeles County, California",2211
06037141303,"Census Tract 1413.03, Los Angeles County, California",2094
06037141304,"Census Tract 1413.04, Los Angeles County, California",1969
06037141305,"Census Tract 1413.05, Los Angeles County, California",2120
06037141306,"Census Tract 1413.06, Los Angeles County, California",2300
06037141400,"Census Tract 1414, Los Angeles County, California",1975
06037141500,"Census Tract 1415, Los Angeles County, California",-
06037141600,"Census Tract 1416, Los Angeles County, California","3,500+"
06037141700,"Census Tract 1417, Los Angeles County, California","3,500+"
06037143101,"Census Tract 1431.01, Los Angeles County, California",2460
06037143102,"Census Tract 1431.02, Los Angeles County, California",2047
06037143200,"Census Tract 1432, Los Angeles County, California",1689
06037143301,"Census Tract 1433.01, Los Angeles County, California",1803
06037143302,"Census Tract 1433.02, Los Angeles County, California",1994
06037143401,"Census Tract 1434.01, Los Angeles County, California",2507
06037143402,"Census Tract 1434.02, Los Angeles County, California",2471
06037143500,"Census Tract 1435, Los Angeles County, California",2515
06037143602,"Census Tract 1436.02, Los Angeles County, California",1813
06037143603,"Census Tract 1436.03, Los Angeles County, California",1931
06037143605,"Census Tract 1436.05, Los Angeles County, California",2848
06037143606,"Census Tract 1436.06, Los Angeles County, California",2113
06037143700,"Census Tract 1437, Los Angeles County, California",1952
06037143801,"Census Tract 1438.01, Los Angeles County, California",2563
06037143802,"Census Tract 1438.02, Los Angeles County, California",1952
06037143901,"Census Tract 1439.01, Los Angeles County, California",2798
06037143902,"Census Tract 1439.02, Los Angeles County, California",2095
06037181000,"Census Tract 1810, Los Angeles County, California",1701
06037181300,"Census Tract 1813, Los Angeles County, California",1713
06037181400,"Census Tract 1814, Los Angeles County, California",1675
06037181500,"Census Tract 1815, Los Angeles County, California",2046
06037181600,"Census Tract 1816, Los Angeles County, California",1704
06037183101,"Census Tract 1831.01, Los Angeles County, California",1673
06037183103,"Census Tract 1831.03, Los Angeles County, California",1535
06037183104,"Census Tract 1831.04, Los Angeles County, California",1536
06037183220,"Census Tract 1832.20, Los Angeles County, California",1507
06037183221,"Census Tract 1832.21, Los Angeles County, California",1367
06037183222,"Census Tract 1832.22, Los Angeles County, California",1343
06037183300,"Census Tract 1833, Los Angeles County, California",1751
06037183401,"Census Tract 1834.01, Los Angeles County, California",1728
06037183402,"Census Tract 1834.02, Los Angeles County, California",1653
06037183510,"Census Tract 1835.10, Los Angeles County, California",1873
06037183520,"Census Tract 1835.20, Los Angeles County, California",1274
06037183610,"Census Tract 1836.10, Los Angeles County, California",1502
06037183620,"Census Tract 1836.20, Los Angeles County, California",1505
06037183701,"Census Tract 1837.01, Los Angeles County, California",1614
06037183702,"Census Tract 1837.02, Los Angeles County, California",1641
06037183810,"Census Tract 1838.10, Los Angeles County, California",1429
06037183820,"Census Tract 1838.20, Los Angeles County, California",1427
06037185101,"Census Tract 1851.01, Los Angeles County, California",1694
06037185102,"Census Tract 1851.02, Los Angeles County, California",3207
06037185202,"Census Tract 1852.02, Los Angeles County, California",1877
06037185203,"Census Tract 1852.03, Los Angeles County, California",1478
06037185204,"Census Tract 1852.04, Los Angeles County, California",1809
06037185310,"Census Tract 1853.10, Los Angeles County, California",1506
06037185320,"Census Tract 1853.20, Los Angeles County, California",1295
06037186100,"Census Tract 1861, Los Angeles County, California",1720
06037186201,"Census Tract 1862.01, Los Angeles County, California",1430
06037186202,"Census Tract 1862.02, Los Angeles County, California",1830
06037186203,"Census Tract 1862.03, Los Angeles County, California",2348
06037186301,"Census Tract 1863.01, Los Angeles County, California",1646
06037186302,"Census Tract 1863.02, Los Angeles County, California",1639
06037186401,"Census Tract 1864.01, Los Angeles County, California",1639
06037186403,"Census Tract 1864.03, Los Angeles County, California",1498
06037186404,"Census Tract 1864.04, Los Angeles County, California",1630
06037187101,"Census Tract 1871.01, Los Angeles County, California",1494
06037187102,"Census Tract 1871.02, Los Angeles County, California",1384
06037187200,"Census Tract 1872, Los Angeles County, California",2049
06037187300,"Census Tract 1873, Los Angeles County, California",2194
06037188100,"Census Tract 1881, Los Angeles County, California",1824
06037188201,"Census Tract 1882.01, Los Angeles County, California",2061
06037188202,"Census Tract 1882.02, Los Angeles County, California",1784
06037188300,"Census Tract 1883, Los Angeles County, California",2190
06037189101,"Census Tract 1891.01, Los Angeles County, California",1975
06037189102,"Census Tract 1891.02, Los Angeles County, California",1984
06037189201,"Census Tract 1892.01, Los Angeles County, California",1696
06037189202,"Census Tract 1892.02, Los Angeles County, California",2020
06037189300,"Census Tract 1893, Los Angeles County, California",1354
06037189400,"Census Tract 1894, Los Angeles County, California",2260
06037189501,"Census Tract 1895.01, Los Angeles County, California",1854
06037189502,"Census Tract 1895.02, Los Angeles County, California",1615
06037189600,"Census Tract 1896, Los Angeles County, California",1686
06037189702,"Census Tract 1897.02, Los Angeles County, California",1693
06037189703,"Census Tract 1897.03, Los Angeles County, California",2366
06037189704,"Census Tract 1897.04, Los Angeles County, California",1894
06037189801,"Census Tract 1898.01, Los Angeles County, California",1973
06037189802,"Census Tract 1898.02, Los Angeles County, California",1928
06037189903,"Census Tract 1899.03, Los Angeles County, California",2248
06037189904,"Census Tract 1899.04, Los Angeles County, California",1881
06037189905,"Census Tract 1899.05, Los Angeles County, California",1893
06037189906,"Census Tract 1899.06, Los Angeles County, California",1987
06037189907,"Census Tract 1899.07, Los Angeles County, California",1752
06037190101,"Census Tract 1901.01, Los Angeles County, California",1411
06037190102,"Census Tract 1901.02, Los Angeles County, California",1960
06037190201,"Census Tract 1902.01, Los Angeles County, California",1382
06037190202,"Census Tract 1902.02, Los Angeles County, California",1757
06037190302,"Census Tract 1903.02, Los Angeles County, California",1800
06037190303,"Census Tract 1903.03, Los Angeles County, California",1196
06037190401,"Census Tract 1904.01, Los Angeles County, California",1516
06037190402,"Census Tract 1904.02, Los Angeles County, California",1637
06037190510,"Census Tract 1905.10, Los Angeles County, California",1564
06037190520,"Census Tract 1905.20, Los Angeles County, California",1397
06037190701,"Census Tract 1907.01, Los Angeles County, California",1300
