TractNum,Location,Total Unsheltered,Total Sheltered,Total Population
212304,Wilshire Center-Koreatown NC,2.331,0,2.331
212305,Wilshire Center-Koreatown NC,2.958,0,2.958
212306,Wilshire Center-Koreatown NC,3.427,0,3.427
212410,Wilshire Center-Koreatown NC,8.958,0,8.958
212420,Wilshire Center-Koreatown NC,4.402,0,4.402
212501,Wilshire Center-Koreatown NC,0,0,0
212502,Wilshire Center-Koreatown NC,51.16,0,51.16
212610,Greater Wilshire NC,9.396,0,9.396
212620,Greater Wilshire NC,12.635,0,12.635
212701,Greater Wilshire NC,8,0,8
212702,Greater Wilshire NC,2.331,0,2.331
212800,Olympic Park NC,1.873,0,1.873
212900,Olympic Park NC,3.915,0,3.915
213100,Olympic Park NC,21.44,0,21.44
213201,Wilshire Center-Koreatown NC,19.81,0,19.81
213202,Olympic Park NC,10.758,0,10.758
213310,Pico Union NC,13.655,0,13.655
213320,Pico Union NC,17.311,0,17.311
213401,MacArthur Park NC,3.204,0,3.204
213402,Pico Union NC,9.949,18,27.949
214000,Mid-City West NC,9.204,0,9.204
214100,Greater Wilshire NC,4.627,0,4.627
214400,Mid-City West NC,8.83,0,8.83
214501,Mid-City West NC,59.905,0,59.905
214502,Mid-City West NC,0,0,0
214503,Mid-City West NC,0,0,0
214600,Mid-City West NC,13.822,0,13.822
214700,Mid-City West NC,16.3,0,16.3
214800,Mid-City West NC,25.475,0,25.475
214901,Mid-City West NC,0,0,0
214902,Mid-City West NC,13.251,0,13.251
215101,Mid-City West NC,10,0,10
215102,Mid-City West NC,3.873,0,3.873
216100,Olympic Park NC,3,0,3
216200,Mid-City West NC,5.83,0,5.83
216300,Mid-City West NC,4,0,4
216401,South Robertson NC,5,0,5
216402,South Robertson NC,1,0,1
216700,P.I.C.O. NC,5.535,0,5.535
216800,P.I.C.O. NC,12.364,0,12.364
216900,P.I.C.O. NC,2,0,2
217001,South Robertson NC,6.228,0,6.228
217002,South Robertson NC,9.525,0,9.525
217100,P.I.C.O. NC,3,0,3
217200,Olympic Park NC,20.931,0,20.931
218110,United Neighborhoods NC,3.958,0,3.958
218120,United Neighborhoods NC,9.6,25,34.6
218210,Mid City NC,0,0,0
218220,Mid City NC,11.131,0,11.131
218300,Mid City NC,13.077,24,37.077
218400,Mid City NC,24.873,0,24.873
218500,Mid City NC,17.062,45,62.062
218600,Mid City NC,1.844,0,1.844
218701,United Neighborhoods NC,10.856,0,10.856
218702,United Neighborhoods NC,20.128,11,31.128
218800,United Neighborhoods NC,7.936,0,7.936
218900,United Neighborhoods NC,2.784,0,2.784
219010,United Neighborhoods NC,2,0,2
219020,United Neighborhoods NC,9.019,6,15.019
219300,United Neighborhoods NC,6.844,0,6.844
219500,West Adams NC,27.063,0,27.063
219700,West Adams NC,36.041,0,36.041
219800,West Adams NC,8.429,0,8.429
219901,West Adams NC,9.646,0,9.646
219902,West Adams NC,12.602,0,12.602
220000,West Adams NC,38.906,0,38.906
220100,West Adams NC,19.236,0,19.236
221110,Pico Union NC,15.796,0,15.796
221120,Pico Union NC,13.788,0,13.788
221210,United Neighborhoods NC,4.734,0,4.734
221220,Pico Union NC,16.173,0,16.173
221302,United Neighborhoods NC,19.867,0,19.867
221303,United Neighborhoods NC,24.859,0,24.859
221304,United Neighborhoods NC,18.958,0,18.958
221401,United Neighborhoods NC,7.368,0,7.368
221402,United Neighborhoods NC,13.991,0,13.991
221500,Empowerment Congress North NC,4.844,0,4.844
221601,Empowerment Congress North NC,8.52,0,8.52
221602,Pico Union NC,35.236,0,35.236
221710,Empowerment Congress North NC,5.236,0,5.236
221810,Empowerment Congress North NC,0,0,0
221820,Empowerment Congress North NC,0,0,0
221900,Empowerment Congress North NC,1.217,13,14.217
222001,Empowerment Congress North NC,36.112,0,36.112
222002,Empowerment Congress North NC,14.141,0,14.141
222100,Empowerment Congress North NC,1.844,0,1.844
222200,Empowerment Congress North NC,16.877,0,16.877
222500,Empowerment Congress North NC,14.919,0,14.919
222600,Empowerment Congress North NC,19.201,0,19.201
222700,Empowerment Congress North NC,157.26,0,157.26
224010,Downtown Los Angeles NC,128.43,0,128.43
224020,South Central NC,615.51,0,615.51
224200,Pico Union NC,60.54,0,60.54
224310,Pico Union NC,11.916,12,23.916
224320,Pico Union NC,91.422,0,91.422
224410,Empowerment Congress North NC,25.927,0,25.927
224420,Empowerment Congress North NC,20.263,0,20.263
224600,South Central NC,113.13,22,135.13
224700,Empowerment Congress North NC,32.013,0,32.013
226001,Downtown Los Angeles NC,230.75,0,230.75
226002,Downtown Los Angeles NC,525.14,0,525.14
226410,South Central NC,11.22,0,11.22
226420,South Central NC,12.78,0,12.78
226700,South Central NC,18.498,0,18.498
227010,South Central NC,23.285,0,23.285
227020,South Central NC,27.962,0,27.962
228100,South Central NC,14.672,0,14.672
228210,South Central NC,32.759,0,32.759
228220,Central Alameda NC,16.992,0,16.992
228310,South Central NC,42.134,0,42.134
228320,Zapata-King NC,6.368,0,6.368
228410,South Central NC,6.236,0,6.236
228420,Zapata-King NC,21.075,0,21.075
228500,Zapata-King NC,25.869,35,60.869
228600,Zapata-King NC,8.531,3,11.531
228710,Central Alameda NC,19.664,0,19.664
228720,Central Alameda NC,25.41,0,25.41
228800,Central Alameda NC,22.328,0,22.328
228900,Central Alameda NC,34,0,34
229100,Central Alameda NC,21.98,0,21.98
229200,Zapata-King NC,53.088,53,106.09
229300,Zapata-King NC,26.535,0,26.535
229410,Zapata-King NC,26.233,0,26.233
229420,Zapata-King NC,6.429,0,6.429
231100,South Central NC,163.11,230,393.11
231210,Empowerment Congress North NC,37.195,5,42.195
231220,Empowerment Congress North NC,37.688,3,40.688
231300,Empowerment Congress North NC,8.52,0,8.52
231400,Empowerment Congress North NC,5.688,0,5.688
231500,Empowerment Congress Central NC,10.211,0,10.211
231600,Voices of 90037 NC,26.802,26,52.802
231710,Voices of 90037 NC,11.211,0,11.211
231720,Voices of 90037 NC,39.234,0,39.234
231800,Zapata-King NC,43.168,0,43.168
231900,Zapata-King NC,44.9,14,58.9
232110,Voices of 90037 NC,16.748,0,16.748
232120,Voices of 90037 NC,32.672,0,32.672
232200,Voices of 90037 NC,27.492,5,32.492
232300,Voices of 90037 NC,30.208,79,109.21
232400,Empowerment Congress Central NC,85.356,157,242.36
232500,Empowerment Congress Central NC,30.225,159,189.22
232600,Voices of 90037 NC,25.393,0,25.393
232700,Voices of 90037 NC,64.862,69,133.86
232800,Zapata-King NC,73.648,0,73.648
234000,Empowerment Congress West NC,4.688,0,4.688
234200,Empowerment Congress West NC,33.866,0,33.866
234300,Empowerment Congress West NC,83.707,0,83.707
234501,Park Mesa Heights Community Council,1,0,1
234502,Park Mesa Heights Community Council,4.604,58,62.604
234600,Park Mesa Heights Community Council,16.507,20,36.507
234700,Park Mesa Heights Community Council,13.888,0,13.888
234800,Park Mesa Heights Community Council,10.329,0,10.329
234901,Park Mesa Heights Community Council,9.592,0,9.592
234902,Park Mesa Heights Community Council,139.74,0,139.74
235100,Park Mesa Heights Community Council,2.735,0,2.735
235201,Park Mesa Heights Community Council,5.211,6,11.211
235202,Park Mesa Heights Community Council,48.435,0,48.435
236000,Empowerment Congress West NC,37.59,0,37.59
236100,Empowerment Congress West NC,7.211,0,7.211
236202,Empowerment Congress West NC,13.345,0,13.345
236203,Empowerment Congress West NC,1.844,0,1.844
236204,Empowerment Congress West NC,0,0,0
236400,Empowerment Congress West NC,2.368,0,2.368
237101,Voices of 90037 NC,10.423,0,10.423
237102,Voices of 90037 NC,9.061,0,9.061
237201,Voices of 90037 NC,19.131,46,65.131
237202,Empowerment Congress Central NC,118.61,0,118.61
237300,Empowerment Congress Central NC,29.451,0,29.451
237401,Empowerment Congress Central NC,25.914,18,43.914
237402,Empowerment Congress Central NC,22.571,0,22.571
237500,United for Victory NC,17.69,0,17.69
237600,United for Victory NC,14.414,0,14.414
237710,United for Victory NC,16.472,0,16.472
237720,United for Victory NC,17.371,0,17.371
237800,Empowerment Congress Southwest NC,15.208,0,15.208
237900,Empowerment Congress Southwest NC,20.531,0,20.531
238000,Empowerment Congress Southwest NC,29.957,0,29.957
238100,Empowerment Congress Southwest NC,21.219,71,92.219
238200,Empowerment Congress Southwest NC,6.604,0,6.604
238310,Empowerment Congress Southeast NC,6.844,0,6.844
238320,Empowerment Congress Southeast NC,32.775,5,37.775
238400,Empowerment Congress Southwest NC,44.591,0,44.591
239201,CANNDU NC,24.876,0,24.876
239202,CANNDU NC,93.979,304,397.98
239310,CANNDU NC,26.48,0,26.48
239320,CANNDU NC,3.211,0,3.211
239330,CANNDU NC,57.516,0,57.516
239501,CANNDU NC,3.061,0,3.061
239502,CANNDU NC,0,0,0
239601,CANNDU NC,16.592,0,16.592
239602,CANNDU NC,6.122,0,6.122
239701,CANNDU NC,34.711,27,61.711
239702,CANNDU NC,23.201,0,23.201
239801,CANNDU NC,0,20,20
239802,CANNDU NC,11.815,14,25.815
240010,Empowerment Congress Southeast NC,25.085,0,25.085
240020,Empowerment Congress Southeast NC,22.436,0,22.436
240200,Empowerment Congress Southeast NC,29.394,76,105.39
240300,Empowerment Congress Southeast NC,42.488,46,88.488
240401,Empowerment Congress Southeast NC,17.986,0,17.986
240402,Empowerment Congress Southeast NC,79.55,0,79.55
240500,Empowerment Congress Southeast NC,21.738,11,32.738
240600,Empowerment Congress Southeast NC,34.02,0,34.02
240700,Empowerment Congress Southeast NC,22.738,0,22.738
240800,Empowerment Congress Southeast NC,18.955,0,18.955
240900,Empowerment Congress Southeast NC,118,14,132
241001,Harbor Gateway North NC,21.713,0,21.713
241002,Harbor Gateway North NC,26.986,0,26.986
241110,Empowerment Congress Southeast NC,15,0,15
241120,Empowerment Congress Southeast NC,22.688,0,22.688
241201,Empowerment Congress Southeast NC,47.111,0,47.111
241202,Harbor Gateway North NC,26.714,0,26.714
241300,Harbor Gateway North NC,31.772,0,31.772
241400,Harbor Gateway North NC,14.531,16,30.531
242000,Watts NC,17.298,0,17.298
242100,Watts NC,1.844,0,1.844
242200,Watts NC,47.487,0,47.487
242300,Watts NC,69.432,0,69.432
242600,Watts NC,9.538,0,9.538
242700,Watts NC,40.357,0,40.357
243000,Watts NC,34.296,16,50.296
243100,Watts NC,38.163,8,46.163
261101,Bel Air-Beverly Crest NC,0,0,0
261102,Bel Air-Beverly Crest NC,0,0,0
261200,Bel Air-Beverly Crest NC,0,0,0
262100,Bel Air-Beverly Crest NC,0,0,0
262200,Bel Air-Beverly Crest NC,0,0,0
262301,Brentwood Community Council,0,0,0
262302,Brentwood Community Council,0,0,0
262303,Brentwood Community Council,0,0,0
262400,Brentwood Community Council,0,0,0
262501,Pacific Palisades Community Council,0,0,0
262601,Pacific Palisades Community Council,0,0,0
262604,Pacific Palisades Community Council,9.023,0,9.023
262704,Pacific Palisades Community Council,50.389,0,50.389
262706,Pacific Palisades Community Council,16.388,0,16.388
262802,Pacific Palisades Community Council,3.612,0,3.612
264000,Brentwood Community Council,0,0,0
264102,Brentwood Community Council,1.411,0,1.411
264103,Brentwood Community Council,4.612,0,4.612
264301,Brentwood Community Council,1,0,1
264302,Brentwood Community Council,8.411,0,8.411
265100,Westwood NC,3.411,0,3.411
265201,Westwood NC,0,0,0
265202,Westwood NC,37.401,0,37.401
265301,Westwood NC,8.411,0,8.411
265303,Westwood NC,0,0,0
265304,Westwood NC,1,0,1
265305,Westwood NC,53.557,0,53.557
265410,Brentwood Community Council,0,0,0
265420,Westwood NC,0,0,0
265510,Westwood NC,17.273,0,17.273
265520,Westwood NC,87.037,0,87.04
265601,Westwood NC,2,0,2
265602,Westwood NC,1,0,1
265700,Westwood NC,7,0,7
267100,Westside NC,0,0,0
267200,Westside NC,74.492,0,74.492
267300,West Los Angeles NC,34.76,0,34.76
267402,West Los Angeles NC,1,0,1
267403,West Los Angeles NC,6,0,6
267404,West Los Angeles NC,5.968,0,5.968
267501,West Los Angeles NC,45.84,0,45.84
267502,West Los Angeles NC,11.979,0,11.979
267600,West Los Angeles NC,46.994,0,46.994
267700,West Los Angeles NC,22.757,0,22.757
267800,Westside NC,22.293,30,52.293
267901,Westside NC,3.789,0,3.789
267902,Westside NC,7.671,0,7.671
269000,Westside NC,0,0,0
269100,South Robertson NC,11.379,0,11.379
269300,Westside NC,22.221,0,22.221
269500,South Robertson NC,1.557,0,1.557
269601,South Robertson NC,13.602,0,13.602
269602,South Robertson NC,0,0,0
269700,South Robertson NC,24.518,0,24.518
269800,South Robertson NC,16.227,0,16.227
269903,Palms NC,4.789,0,4.789
269904,Palms NC,12.482,0,12.482
269905,Palms NC,28.609,0,28.609
269906,Palms NC,3.346,0,3.346
269907,Palms NC,1,0,1
270100,Palms NC,70.409,0,70.409
270200,South Robertson NC,36.903,0,36.903
270300,Mid City NC,42.92,0,42.92
271100,Westside NC,32.504,0,32.504
271200,Mar Vista NC,28.8,0,28.8
271300,Mar Vista NC,28.503,0,28.503
271400,Mar Vista NC,3.578,0,3.578
271500,Mar Vista NC,2.968,0,2.968
271600,Mar Vista NC,8.369,0,8.369
271701,Mar Vista NC,3.789,0,3.789
271702,Mar Vista NC,37.181,0,37.181
271801,Mar Vista NC,12.358,0,12.358
271802,Palms NC,15.759,0,15.759
271901,Mar Vista NC,53.593,0,53.593
271902,Mar Vista NC,9.567,0,9.567
272100,Mar Vista NC,17.91,0,17.91
272201,Mar Vista NC,16.447,0,16.447
272202,Mar Vista NC,7.367,0,7.367
272301,Mar Vista NC,1.789,0,1.789
272302,Mar Vista NC,25.115,0,25.115
273100,Venice NC,92.534,0,92.534
273200,Venice NC,92.505,10,102.51
273300,Venice NC,146.06,0,146.06
273402,Venice NC,303.69,0,303.69
273502,Venice NC,181.11,0,181.11
273600,Venice NC,115.74,0,115.74
273700,Venice NC,18.767,0,18.767
273800,Venice NC,155.84,0,155.84
273902,Venice NC,74.111,0,74.111
274100,Venice NC,48.999,0,48.999
274202,Venice NC,33.289,0,33.289
275101,Del Rey NC,9.892,0,9.892
275102,Del Rey NC,15,0,15
275200,Del Rey NC,11.017,0,11.017
275302,Del Rey NC,32.739,0,32.739
275311,Del Rey NC,13.535,0,13.535
275400,Del Rey NC,4.634,0,4.634
275500,Del Rey NC,9.222,0,9.222
275602,Del Rey NC,28.31,0,28.31
275603,Del Rey NC,23.756,0,23.756
276000,Westchester/Playa NC,4.223,0,4.223
276100,Westchester/Playa NC,1.789,0,1.789
276400,Westchester/Playa NC,1.612,0,1.612
276500,Westchester/Playa NC,3,9,12
276601,Westchester/Playa NC,114,0,114
276603,Westchester/Playa NC,6.692,0,6.692
276604,Westchester/Playa NC,1.789,0,1.789
277000,Westchester/Playa NC,5.835,0,5.835
277100,Westchester/Playa NC,6.747,0,6.747
277200,Westchester/Playa NC,12,0,12
277400,Westchester/Playa NC,2,0,2
278001,Westchester/Playa NC,38.946,0,38.946
278102,Westchester/Playa NC,28.236,0,28.236
291110,Harbor Gateway North NC,13.113,0,13.113
291120,Harbor Gateway North NC,4.005,0,4.005
291130,Harbor Gateway North NC,41.702,0,41.702
291210,Harbor Gateway North NC,45.736,0,45.736
291220,Harbor Gateway North NC,4.702,0,4.702
291300,Harbor Gateway South NC,51.759,0,51.759
292000,Harbor Gateway South NC,79.37,0,79.37
293201,Harbor Gateway South NC,8.383,0,8.383
293202,Harbor Gateway South NC,32.489,0,32.489
293301,Harbor City NC,1,0,1
293302,Harbor City NC,2.257,0,2.257
293304,Harbor City NC,11.691,0,11.691
293306,Harbor City NC,3.351,0,3.351
293307,Harbor City NC,1,0,1
294110,Wilmington NC,9.677,0,9.677
294120,Wilmington NC,55.15,0,55.15
294200,Wilmington NC,27.439,0,27.439
294301,Wilmington NC,5.694,0,5.694
294302,Wilmington NC,9.007,0,9.007
294410,Harbor City NC,111.72,0,111.72
294421,Harbor City NC,16.703,0,16.703
294510,Wilmington NC,5.005,0,5.005
294520,Wilmington NC,3.002,0,3.002
294610,Wilmington NC,22.363,0,22.363
294620,Wilmington NC,29.382,0,29.382
294701,Wilmington NC,155.65,37,192.65
294810,Wilmington NC,11,0,11
294820,Wilmington NC,28.088,0,28.088
294830,Wilmington NC,24.057,0,24.057
294900,Wilmington NC,27.941,0,27.941
295103,Northwest San Pedro NC,17.013,0,17.013
296210,Central San Pedro NC,15.931,0,15.931
296220,Central San Pedro NC,75.843,0,75.843
296300,Northwest San Pedro NC,17.941,0,17.941
296401,Northwest San Pedro NC,0,0,0
296402,Northwest San Pedro NC,5.985,0,5.985
296500,Central San Pedro NC,24.505,0,24.505
296600,Central San Pedro NC,133.14,45,178.14
296901,Central San Pedro NC,3.669,12,15.669
296902,Central San Pedro NC,1.689,38,39.689
297000,Northwest San Pedro NC,0,0,0
297110,Central San Pedro NC,198.98,0,198.98
297120,Coastal San Pedro NC,16.635,0,16.635
297201,Coastal San Pedro NC,2.002,0,2.002
297202,Coastal San Pedro NC,0,0,0
297300,Coastal San Pedro NC,1.689,0,1.689
297400,Coastal San Pedro NC,0,0,0
297500,Coastal San Pedro NC,11.027,0,11.027
297601,Coastal San Pedro NC,1.98,0,1.98
297602,Coastal San Pedro NC,1.351,0,1.351
300100,La Crescenta-Montrose,0,0,0
300200,La Crescenta-Montrose,1,0,1
300501,La Crescenta-Montrose,0,0,0
300502,La Crescenta-Montrose,0,0,0
310100,Burbank,1,0,1
310201,Burbank,1.576,0,1.576
310202,Burbank,3.218,0,3.218
310300,Burbank,0,0,0
310400,Burbank,1,0,1
310501,Burbank,44.149,26,70.149
310601,Burbank,3.576,12,15.576
310602,Burbank,10.429,0,10.429
310701,Burbank,5.413,0,5.413
310702,Burbank,16.533,0,16.533
310703,Burbank,8.396,0,8.396
310800,Burbank,9.576,30,39.576
310900,Burbank,0,0,0
311000,Burbank,18.66,0,18.66
311100,Burbank,25.407,0,25.407
311200,Burbank,2.523,0,2.523
311300,Burbank,6.643,0,6.643
311400,Burbank,3.388,0,3.388
311500,Burbank,2.949,0,2.949
311600,Burbank,6.584,0,6.584
311700,Burbank,24.583,0,24.583
311801,Burbank,0,5,5
311802,Burbank,3.523,0,3.523
320000,Universal City,1,0,1
320100,San Fernando,19.92,0,19.92
320201,San Fernando,0,0,0
320202,San Fernando,8.58,0,8.58
320300,San Fernando,14.047,0,14.047
400204,La Verne,0,0,0
400205,Claremont,5.102,0,5.102
400206,Claremont,0,0,0
400207,La Verne,0,0,0
400302,La Verne,1,0,1
400304,San Dimas,1,0,1
400402,Glendora,3.739,0,3.739
400403,San Dimas,6.643,0,6.643
400404,Glendora,1.624,0,1.624
400501,Glendora,0,0,0
400602,Azusa,8.551,18,26.551
400603,Azusa,131.66,0,131.66
400604,Azusa,1,0,1
400800,Glendora,5.102,0,5.102
400900,Glendora,2.551,0,2.551
401001,Glendora,0,0,0
401002,Glendora,4.102,0,4.102
401101,Glendora,24.337,0,24.337
401102,Glendora,4,0,4
401201,Glendora,6.341,0,6.341
401202,Glendora,9.58,0,9.58
401203,Glendora,6.282,0,6.282
401303,San Dimas,0,0,0
401304,San Dimas,0,0,0
401311,San Dimas,0,0,0
401312,San Dimas,0,0,0
401500,La Verne,5.913,0,5.913
401601,La Verne,1.79,0,1.79
401602,La Verne,11.739,0,11.739
401603,La Verne,1,0,1
401701,Claremont,10.099,0,10.099
401703,Pomona,4.931,0,4.931
401704,Pomona,5,12,17
401800,Claremont,0,0,0
401901,Claremont,1,0,1
401902,Claremont,2.551,9,11.551
402001,Claremont,2,0,2
402002,Claremont,7.102,0,7.102
402101,Pomona,10,21,31
402102,Pomona,14.482,8,22.482
402200,Pomona,24.646,0,24.646
402301,Pomona,0,0,0
402303,Pomona,8.931,0,8.931
402304,Pomona,8,0,8
402402,Pomona,21.033,0,21.033
402403,Pomona,0,0,0
402404,Unincorporated Pomona,3.739,0,3.739
402405,Pomona,6.833,0,6.833
402406,Pomona,9.362,0,9.362
402501,Pomona,27.211,0,27.211
402502,Pomona,13.145,0,13.145
402600,Pomona,26.565,4,30.565
402702,Pomona,30.477,0,30.477
402703,Pomona,4.141,0,4.141
402705,Pomona,0,0,0
402706,Pomona,5,0,5
402801,Pomona,33.935,205,238.93
402803,Pomona,1,0,1
402804,Pomona,0,0,0
402902,Pomona,13.58,0,13.58
402903,Pomona,10.713,0,10.713
402904,Pomona,21.456,0,21.456
403000,Pomona,10.739,0,10.739
403200,Pomona,5.282,0,5.282
403303,City of Industry,2.141,0,2.141
403304,Diamond Bar,5.58,0,5.58
403305,Diamond Bar,0,0,0
403312,City of Industry,13.693,0,13.693
403316,Diamond Bar,0,0,0
403317,Pomona,6.203,0,6.203
403318,Pomona,4.551,0,4.551
403319,Diamond Bar,2.141,0,2.141
403320,Diamond Bar,0,0,0
403321,Diamond Bar,2.141,0,2.141
403322,Diamond Bar,0,0,0
403323,Diamond Bar,0,0,0
403324,Diamond Bar,0,0,0
403325,Unincorporated Diamond Bar,0,0,0
403401,Walnut,12.16,0,12.16
403402,Walnut,0,0,0
403403,Walnut,0,0,0
403404,Walnut,0,0,0
403405,Walnut,0,0,0
403406,Walnut,8.216,0,8.216
403407,Walnut,0,0,0
403408,Walnut,0,0,0
403500,Unincorporated Covina,3.931,0,3.931
403600,Covina,2.739,0,2.739
403702,Covina,0,0,0
403703,San Dimas,0,0,0
403721,Covina,8.477,0,8.477
403722,Covina,4.141,0,4.141
403801,Charter Oak,17.141,0,17.141
403802,Charter Oak,4.88,0,4.88
403901,Glendora,0,0,0
403902,Glendora,2.141,0,2.141
404000,Citrus,6.833,0,6.833
404100,Citrus,11.652,0,11.652
404201,Azusa,14,0,14
404202,Azusa,11.88,0,11.88
404301,Azusa,9,0,9
404302,Azusa,26.693,0,26.693
404401,Azusa,11,0,11
404402,Azusa,38.943,0,38.943
404501,Azusa,55.944,0,55.944
404503,Azusa,22.169,0,22.169
404504,Azusa,22.042,0,22.042
404600,Irwindale,120.18,0,120.18
404701,Baldwin Park,64.946,0,64.946
404702,Baldwin Park,28.925,0,28.925
404703,Baldwin Park,52.449,0,52.449
404801,Baldwin Park,17.693,0,17.693
404802,Baldwin Park,6.174,0,6.174
404803,Baldwin Park,2.141,0,2.141
404901,Baldwin Park,1,0,1
404902,Baldwin Park,3.931,0,3.931
404903,Baldwin Park,0,0,0
405001,Baldwin Park,1,0,1
405002,Baldwin Park,21.624,0,21.624
405101,Baldwin Park,3.141,0,3.141
405102,Baldwin Park,38.646,0,38.646
405201,Baldwin Park,13.073,0,13.073
405202,Baldwin Park,1,0,1
405203,Baldwin Park,7.282,0,7.282
405301,West Covina,2.141,0,2.141
405302,West Covina,20.295,0,20.295
405400,Vincent,5.362,0,5.362
405500,West Covina,16.739,0,16.739
405600,West Covina,37.761,0,37.761
405701,Covina,7.282,0,7.282
405702,Covina,60.87,5,65.87
405800,Covina,46.231,0,46.231
405900,Covina,16.169,0,16.169
406000,Covina,14.178,0,14.178
406101,Covina,12.739,15,27.739
406102,Covina,16.123,0,16.123
406200,West Covina,6.174,0,6.174
406300,West Covina,4.739,0,4.739
406402,West Covina,0,0,0
406411,West Covina,3.102,0,3.102
406412,West Covina,1,0,1
406500,West Covina,4,0,4
406601,West Covina,0,0,0
406602,West Covina,0,0,0
406701,West Covina,0,0,0
406702,West Covina,17.424,0,17.424
406800,West Covina,2.141,0,2.141
406901,West Puente Valley,7.37,0,7.37
406902,West Puente Valley,6.88,0,6.88
407001,West Puente Valley,5,0,5
407002,City of Industry,21.316,0,21.316
407101,La Puente,5.282,0,5.282
407102,La Puente,0,0,0
407200,La Puente,0,0,0
407301,West Puente Valley,4.141,0,4.141
407302,West Puente Valley,2.739,0,2.739
407400,West Covina,0,0,0
407501,Valinda,6.073,0,6.073
407502,Valinda,1,0,1
407601,La Puente,6.739,0,6.739
407602,La Puente,2,0,2
407701,La Puente,10.811,0,10.811
407702,La Puente,4.739,0,4.739
407801,City of Industry,7.282,0,7.282
407802,City of Industry,2.141,0,2.141
407900,Valinda,8.021,0,8.021
408003,West Covina,6.424,0,6.424
408004,West Covina,5.141,0,5.141
408005,West Covina,0,0,0
408006,West Covina,6.243,0,6.243
408133,West Covina,7,0,7
408134,West Covina,2.141,0,2.141
408135,West Covina,0,0,0
408136,West Covina,0,0,0
408137,West Covina,0,0,0
408138,South San Jose Hills,3.141,0,3.141
408139,South San Jose Hills,0,0,0
408140,South San Jose Hills,4.282,0,4.282
408141,South San Jose Hills,0,0,0
408202,City of Industry,38.116,0,38.116
408211,City of Industry,9.477,0,9.477
408212,Rowland Heights,4.289,0,4.289
408301,Avocado Heights,56.038,0,56.038
408302,Avocado Heights,74.506,0,74.506
408303,Avocado Heights,2,0,2
408401,Hacienda Heights,10.974,0,10.974
408402,Hacienda Heights,14.443,211,225.44
408501,Hacienda Heights,1,0,1
408503,Hacienda Heights,4.892,0,4.892
408504,Hacienda Heights,5.482,0,5.482
408505,Hacienda Heights,6.529,0,6.529
408623,Hacienda Heights,7.512,0,7.512
408624,Hacienda Heights,2.141,0,2.141
408625,Hacienda Heights,4.141,0,4.141
408626,Rowland Heights,7,0,7
408627,Rowland Heights,1,0,1
408628,Hacienda Heights,0,0,0
408629,Hacienda Heights,5.84,0,5.84
408630,Hacienda Heights,2.79,0,2.79
408631,Hacienda Heights,8,0,8
408703,Rowland Heights,0,0,0
408704,Rowland Heights,0,0,0
408705,Rowland Heights,0,3,3
408706,Rowland Heights,0,0,0
408722,Rowland Heights,0,0,0
408723,Rowland Heights,0,0,0
408724,Rowland Heights,0,0,0
408800,Pomona,100.93,7,107.93
430002,Duarte,8.892,0,8.892
430003,Duarte,0,0,0
430101,Duarte,18.282,0,18.282
430102,Duarte,1.551,0,1.551
430200,Bradbury,0,0,0
430301,Monrovia,0,0,0
430302,Monrovia,0,0,0
430400,Arcadia,12.624,0,12.624
430501,Sierra Madre,0,0,0
430502,Sierra Madre,0,0,0
430600,Arcadia,0,0,0
430701,Arcadia,0,0,0
430721,Arcadia,8.739,0,8.739
430723,Arcadia,0,0,0
430724,Arcadia,0,0,0
430801,Arcadia,7.653,0,7.653
430802,Arcadia,1,0,1
430803,Arcadia,9.289,0,9.289
430901,Monrovia,2.141,0,2.141
430902,Monrovia,0,0,0
431001,Monrovia,31.141,0,31.141
431002,Monrovia,3.102,0,3.102
431100,Monrovia,30.058,0,30.058
431200,Unincorporated Monrovia,12.264,0,12.264
431300,Mayflower Village,2.141,0,2.141
431400,Mayflower Village,14.498,0,14.498
431501,North El Monte,2,0,2
431502,North El Monte,39.518,0,39.518
431600,Arcadia,0,0,0
431700,Arcadia,0,0,0
431800,Temple City,0,0,0
431900,Temple City,20.221,0,20.221
432000,Temple City,2.739,0,2.739
432101,Temple City,0,0,0
432102,Temple City,0,0,0
432201,Rosemead,6.431,0,6.431
432202,Rosemead,3.739,0,3.739
432300,El Monte,44.639,0,44.639
432401,El Monte,5.931,0,5.931
432402,El Monte,0,0,0
432500,El Monte,0,0,0
432601,El Monte,1,0,1
432602,El Monte,0,0,0
432700,El Monte,72.985,0,72.985
432801,El Monte,22.679,0,22.679
432802,El Monte,21.544,0,21.544
432901,Rosemead,6,0,6
432902,Rosemead,0,0,0
433101,El Monte,73.806,0,73.806
433102,El Monte,26.498,0,26.498
433200,El Monte,48.301,0,48.301
433302,El Monte,60.627,0,60.627
433304,El Monte,1,0,1
433305,El Monte,2,0,2
433306,El Monte,1.79,0,1.79
433307,El Monte,17.739,0,17.739
433401,El Monte,25.218,0,25.218
433402,El Monte,0,0,0
433403,El Monte,22.87,0,22.87
433501,South El Monte,7.424,0,7.424
433503,South El Monte,1,0,1
433504,South El Monte,10.021,0,10.021
433601,Rosemead,0,0,0
433602,Rosemead,41.303,0,41.303
433700,South El Monte,73.395,0,73.395
433801,South El Monte,1,0,1
433802,Whittier Narrows,49.688,0,49.688
433901,El Monte,22.286,25,47.286
