TractNum,Location,Total Unsheltered,Total Sheltered,Total Population
433902,El Monte,1,0,1
434001,El Monte,17.482,0,17.482
434003,El Monte,8.931,0,8.931
434004,El Monte,6.79,0,6.79
460000,Kinneloa Mesa,2.739,0,2.739
460100,Altadena,1.551,0,1.551
460200,Altadena,2.79,0,2.79
460301,Altadena,3.102,0,3.102
460302,Altadena,0,58,58
460401,Altadena,0,0,0
460501,La Cañada Flintridge,1.576,0,1.576
460502,La Cañada Flintridge,0,0,0
460600,La Cañada Flintridge,0,0,0
460700,La Cañada Flintridge,0,0,0
461000,Altadena,16.247,0,16.247
461100,Altadena,4,0,4
461200,Altadena,3.739,0,3.739
461300,Altadena,2.551,0,2.551
463101,East Pasadena,0,0,0
463102,East Pasadena,2.624,0,2.624
463300,San Pasqual,0,0,0
464100,San Marino,1,0,1
464200,San Marino,0,0,0
480002,East San Gabriel,0,0,0
480011,East San Gabriel,0,0,0
480012,East San Gabriel,0,0,0
480101,Temple City,0,0,0
480102,East San Gabriel,0,0,0
480201,San Gabriel,0,0,0
480202,San Gabriel,0,0,0
480302,Alhambra,5,15,20
480303,Alhambra,0,0,0
480304,Alhambra,0,0,0
480400,Alhambra,0,0,0
480500,South Pasadena,2,0,2
480600,South Pasadena,26.606,0,26.606
480702,South Pasadena,0,0,0
480703,South Pasadena,1,0,1
480704,South Pasadena,4,0,4
480802,Alhambra,12.959,0,12.959
480803,Alhambra,3.739,0,3.739
480804,Alhambra,4.282,0,4.282
480901,Alhambra,2.739,0,2.739
480902,Alhambra,1.551,0,1.551
480903,Alhambra,1.551,0,1.551
481001,Alhambra,2,0,2
481002,Alhambra,2,0,2
481101,San Gabriel,3.79,0,3.79
481102,San Gabriel,13.839,0,13.839
481103,San Gabriel,1,0,1
481201,Temple City,5.289,0,5.289
481202,East San Gabriel,1.79,0,1.79
481300,Rosemead,0,0,0
481401,San Gabriel,1,0,1
481402,San Gabriel,7.529,0,7.529
481500,Alhambra,4.341,0,4.341
481603,Alhambra,0,0,0
481604,Alhambra,1,0,1
481605,Alhambra,1,0,1
481606,Alhambra,0,0,0
481711,Monterey Park,3,0,3
481712,Monterey Park,5.79,0,5.79
481713,Monterey Park,4.341,0,4.341
481714,Monterey Park,5.58,0,5.58
481800,Alhambra,0,0,0
481901,Alhambra,4.551,0,4.551
481902,Alhambra,6.102,0,6.102
482001,Monterey Park,1,0,1
482002,Monterey Park,3,0,3
482101,Monterey Park,1,0,1
482102,Monterey Park,10.413,0,10.413
482201,Monterey Park,6.37,0,6.37
482202,Monterey Park,2.79,0,2.79
482301,San Gabriel,0,0,0
482303,Rosemead,0,0,0
482304,Rosemead,1,0,1
482401,Rosemead,3,0,3
482402,Rosemead,8.272,10,18.272
482502,Rosemead,0,0,0
482503,Rosemead,12.101,0,12.101
482521,South San Gabriel,6.141,0,6.141
482522,Montebello,4.198,0,4.198
482600,Monterey Park,8.233,0,8.233
482701,Monterey Park,13.374,0,13.374
482702,Monterey Park,0,0,0
482800,Monterey Park,0,0,0
500100,La Habra Heights,29.868,0,29.868
500201,La Habra Heights,10.631,0,10.631
500202,Whittier,5.701,0,5.701
500300,Unincorporated Whittier,26.428,0,26.428
500402,Pico Rivera,12.351,0,12.351
500403,Pico Rivera,11.715,0,11.715
500404,Pico Rivera,9.002,0,9.002
500500,Pico Rivera,6.395,0,6.395
500600,Pico Rivera,9.535,0,9.535
500700,Pico Rivera,31.813,0,31.813
500800,Pico Rivera,5.403,0,5.403
500900,Pico Rivera,22.831,0,22.831
501001,West Whittier-Los Nietos,10.507,0,10.507
501002,West Whittier-Los Nietos,8.283,0,8.283
501200,Whittier,8.561,0,8.561
501300,Whittier,0,0,0
501400,Whittier,30.252,0,30.252
501501,Unincorporated Whittier,2.338,0,2.338
501503,Whittier,2.701,0,2.701
501504,Whittier,31.944,0,31.944
501600,Whittier,0,0,0
501700,Whittier,0,0,0
501802,Whittier,0,0,0
501803,Whittier,28.665,26,54.665
501804,Whittier,11.376,0,11.376
501900,Whittier,2,0,2
502003,Whittier,31.052,0,31.052
502004,Whittier,19.918,0,19.918
502005,South Whittier,3.701,0,3.701
502100,Whittier,89.017,28,117.02
502200,West Whittier-Los Nietos,89.996,0,89.996
502301,West Whittier-Los Nietos,54.352,0,54.352
502302,West Whittier-Los Nietos,48.056,0,48.056
502401,Pico Rivera,1.86,0,1.86
502402,Pico Rivera,1.701,0,1.701
502500,Pico Rivera,80.891,0,80.891
502601,Pico Rivera,13.861,0,13.861
502602,Pico Rivera,7.041,0,7.041
502700,Santa Fe Springs,15.357,37,52.357
502801,Santa Fe Springs,1.86,0,1.86
502802,Santa Fe Springs,5.579,0,5.579
502901,South Whittier,0,0,0
502902,Santa Fe Springs,10.871,0,10.871
503000,South Whittier,4.198,0,4.198
503103,South Whittier,2.701,0,2.701
503104,South Whittier,6.365,0,6.365
503105,South Whittier,11.187,14,25.187
503106,South Whittier,0,0,0
503201,South Whittier,5.579,0,5.579
503202,South Whittier,2.701,27,29.701
503301,Whittier,2.054,0,2.054
503302,South Whittier,0,44,44
503401,Whittier,0,0,0
503402,Whittier,3.365,0,3.365
503501,South Whittier,34.267,0,34.267
503502,South Whittier,1.86,0,1.86
503601,La Mirada,4.338,0,4.338
503602,La Mirada,6.676,0,6.676
503701,Unincorporated East Whittier,1,0,1
503702,Unincorporated East Whittier,0,0,0
503703,La Mirada,1,0,1
503801,La Mirada,0,0,0
503802,La Mirada,1,0,1
503901,La Mirada,0,0,0
503902,La Mirada,8.078,0,8.078
504001,La Mirada,0,0,0
504002,La Mirada,0,0,0
504101,La Mirada,7.406,0,7.406
504102,Santa Fe Springs,58.185,0,58.185
530003,Montebello,6.701,0,6.701
530004,Montebello,18.769,0,18.769
530005,Montebello,6.338,0,6.338
530006,Montebello,7.085,0,7.085
530101,Montebello,16.462,0,16.462
530102,Montebello,4.731,0,4.731
530202,Montebello,6.225,0,6.225
530203,Montebello,3.365,0,3.365
530204,Montebello,0,0,0
530301,East Los Angeles,62.358,0,62.358
530302,East Los Angeles,12.926,0,12.926
530400,East Los Angeles,33.719,33,66.719
530500,East Los Angeles,9.106,0,9.106
530601,East Los Angeles,5.579,0,5.579
530602,East Los Angeles,0,0,0
530700,California State University - Los Angeles,29.766,0,29.766
530801,East Los Angeles,24.189,0,24.189
530802,East Los Angeles,3.72,0,3.72
530901,East Los Angeles,13.497,0,13.497
530902,East Los Angeles,4.72,0,4.72
531000,East Los Angeles,19.351,0,19.351
531101,East Los Angeles,21.299,0,21.299
531102,East Los Angeles,8.445,0,8.445
531201,East Los Angeles,8.31,0,8.31
531202,East Los Angeles,18.801,0,18.801
531301,East Los Angeles,25.946,0,25.946
531302,East Los Angeles,12.754,0,12.754
531502,East Los Angeles,123.7,0,123.7
531503,East Los Angeles,7.805,0,7.805
531504,East Los Angeles,0,0,0
531602,East Los Angeles,4.225,0,4.225
531603,East Los Angeles,0,0,0
531604,East Los Angeles,6.756,0,6.756
531701,East Los Angeles,33.684,0,33.684
531702,East Los Angeles,64.96,0,64.96
531800,East Los Angeles,15.438,0,15.438
531901,East Los Angeles,7.262,0,7.262
531902,East Los Angeles,19.988,0,19.988
532001,Montebello,18.929,0,18.929
532002,Montebello,3.72,0,3.72
532101,Montebello,44.461,0,44.461
532102,Montebello,1,0,1
532200,Montebello,16.845,0,16.845
532302,Commerce,43.195,0,43.195
532303,Commerce,155.96,38,193.96
532304,Bell,133.22,420,553.22
532400,Vernon,154.44,0,154.44
532500,Huntington Park,24.515,0,24.515
532603,Huntington Park,17.549,0,17.549
532604,Huntington Park,2.054,0,2.054
532605,Huntington Park,26.262,0,26.262
532606,Huntington Park,0,0,0
532700,Florence-Graham,61.299,0,61.299
532800,Florence-Graham,61.777,0,61.777
532900,Florence-Graham,20.247,0,20.247
533001,Florence-Graham,15.299,0,15.299
533002,Florence-Graham,12.12,0,12.12
533103,Huntington Park,9.676,0,9.676
533104,Huntington Park,24.013,0,24.013
533105,Huntington Park,0,0,0
533106,Huntington Park,3.86,0,3.86
533107,Huntington Park,11.104,0,11.104
533201,Huntington Park,4.86,0,4.86
533202,Huntington Park,8.617,0,8.617
533203,Huntington Park,25.369,0,25.369
533300,Maywood,1,0,1
533401,Maywood,0,0,0
533402,Maywood,3,0,3
533403,Maywood,7.731,0,7.731
533501,Huntington Park,32.014,0,32.014
533502,Huntington Park,1,0,1
533503,Huntington Park,0,0,0
533601,Bell,0,0,0
533602,Bell,9.86,0,9.86
533603,Bell,1,0,1
533701,Maywood,2,0,2
533702,Maywood,1,0,1
533703,Maywood,11.955,0,11.955
533803,Bell,13,0,13
533804,Bell,1,0,1
533805,Bell,3,0,3
533806,Bell,22.756,0,22.756
533901,Bell Gardens,3,0,3
533902,Bell Gardens,24.508,0,24.508
534001,Bell Gardens,24.613,0,24.613
534002,Bell Gardens,18.536,0,18.536
534101,Bell Gardens,12.45,0,12.45
534102,Bell Gardens,2.701,0,2.701
534201,Bell Gardens,33.472,0,33.472
534202,Bell Gardens,0,0,0
534203,Bell Gardens,39.532,0,39.532
534301,Cudahy,3.039,0,3.039
534302,Cudahy,0,0,0
534403,Cudahy,1,0,1
534404,Cudahy,2,0,2
534405,Cudahy,17.143,0,17.143
534406,Cudahy,47.51,0,47.51
534501,Huntington Park,2,0,2
534502,Huntington Park,0,0,0
534700,South Gate,2.86,0,2.86
534802,Walnut Park,1,0,1
534803,Walnut Park,13.733,0,13.733
534804,South Gate,2,0,2
534900,Florence-Graham,33.039,0,33.039
535001,Florence-Graham,25.251,0,25.251
535002,Florence-Graham,30.068,0,30.068
535101,Florence-Graham,50.697,0,50.697
535102,Florence-Graham,27.494,0,27.494
535200,Florence-Graham,83.61,0,83.61
535300,Florence-Graham,80.624,0,80.624
535400,Florence-Graham,224.23,0,224.23
535501,South Gate,6.139,0,6.139
535502,South Gate,1,0,1
535503,South Gate,1.338,0,1.338
535603,South Gate,64.498,0,64.498
535604,South Gate,0,0,0
535605,South Gate,7.676,0,7.676
535606,South Gate,0,0,0
535607,South Gate,2,0,2
535701,South Gate,4.676,0,4.676
535702,South Gate,11.945,0,11.945
535802,South Gate,14.645,0,14.645
535803,South Gate,7.703,0,7.703
535804,South Gate,6.703,0,6.703
535901,South Gate,45.423,0,45.423
535902,South Gate,4.731,0,4.731
536000,South Gate,33.891,0,33.891
536102,South Gate,64.873,0,64.873
536103,South Gate,11.799,0,11.799
536104,South Gate,58.052,0,58.052
536200,South Gate,10.174,0,10.174
540000,Lynwood,8,0,8
540101,Lynwood,0,0,0
540102,Lynwood,8.055,0,8.055
540201,Lynwood,3,0,3
540202,Lynwood,8,0,8
540203,Lynwood,3.121,0,3.121
540300,Lynwood,57.311,0,57.311
540400,Unincorporated Lynwood,38.024,0,38.024
540501,Lynwood,11.254,0,11.254
540502,Lynwood,12.128,0,12.128
540600,Willowbrook,29.689,0,29.689
540700,Willowbrook,73.069,0,73.069
540800,Willowbrook,0,0,0
540901,Willowbrook,15.75,0,15.75
540902,Willowbrook,321.08,0,321.08
541001,West Compton,225.23,0,225.23
541002,Carson,33.074,0,33.074
541100,West Compton,20.171,0,20.171
541200,Compton,58.244,0,58.244
541300,Compton,45.979,0,45.979
541400,Willowbrook,16.928,0,16.928
541500,Willowbrook,25.949,0,25.949
541603,Compton,40.569,0,40.569
541604,Compton,1.392,0,1.392
541605,Compton,39.65,0,39.65
541606,Compton,8.802,0,8.802
541700,Lynwood,1.277,0,1.277
541801,Lynwood,1.844,0,1.844
541802,Lynwood,0,0,0
542000,Compton,4.434,0,4.434
542103,Unincorporated Compton,4.735,31,35.735
542104,Unincorporated Compton,2,0,2
542105,Compton,10.159,0,10.159
542106,Compton,25.257,0,25.257
542200,Compton,26.912,0,26.912
542401,Compton,17.822,0,17.822
542402,Compton,10.683,0,10.683
542501,Compton,16.375,0,16.375
542502,Compton,13.67,0,13.67
542601,Compton,38.122,0,38.122
542602,Compton,11.965,0,11.965
542700,Compton,0,2,2
542800,Compton,0,0,0
542900,Compton,1.844,0,1.844
543000,Compton,28.594,0,28.594
543100,Compton,6.688,0,6.688
543201,Compton,5.646,0,5.646
543202,Compton,55.588,0,55.588
543304,Carson,12.014,0,12.014
543305,Unincorporated Compton,202.13,0,202.13
543306,Carson,39.35,0,39.35
543321,Carson,2.002,0,2.002
543322,Carson,3,0,3
543400,Carson,46.992,0,46.992
543501,Carson,65.39,0,65.39
543502,West Carson,0,0,0
543503,West Carson,31.392,0,31.392
543601,Carson,1,0,1
543602,West Carson,18.395,0,18.395
543603,West Carson,45.403,0,45.403
543604,Carson,41.03,0,41.03
543701,Carson,1.689,0,1.689
543702,Carson,5.985,0,5.985
543703,Carson,1.689,0,1.689
543801,Carson,1,0,1
543802,Carson,5,0,5
543903,Carson,13.054,0,13.054
543905,Carson,10.709,0,10.709
544001,Carson,5.941,0,5.941
544002,Carson,1.351,0,1.351
550000,Norwalk,0,0,0
550100,Norwalk,4.338,0,4.338
550201,Norwalk,0,0,0
550202,Norwalk,13.628,0,13.628
550300,Norwalk,40.399,4,44.399
550400,Downey,9.86,0,9.86
550500,Downey,10.371,0,10.371
550601,Downey,3,0,3
550602,Downey,1.365,0,1.365
550700,Downey,24.279,0,24.279
550800,Downey,12.74,0,12.74
550901,Downey,0,0,0
550902,Downey,5.068,0,5.068
551000,Downey,13.685,0,13.685
551101,Downey,3.04,0,3.04
551102,Downey,5.039,0,5.039
551201,Downey,3.561,0,3.561
551202,Downey,2.338,0,2.338
551300,Downey,3.701,26,29.701
551401,Downey,2.338,0,2.338
551402,Downey,3.225,0,3.225
551501,Downey,0,0,0
551502,Downey,2.338,0,2.338
551600,Downey,1.338,0,1.338
551700,Downey,4,0,4
551800,Downey,26.357,0,26.357
551900,Norwalk,26.116,0,26.116
552001,Norwalk,6.264,0,6.264
552002,Norwalk,28.45,0,28.45
552100,Norwalk,2.701,0,2.701
552200,Norwalk,112.41,0,112.41
552301,Norwalk,11.88,0,11.88
552302,Norwalk,1,0,1
552400,Norwalk,11.664,0,11.664
552601,Norwalk,0,0,0
552602,Norwalk,10.716,0,10.716
552700,Norwalk,41.753,0,41.753
552800,Norwalk,3.338,0,3.338
552900,Norwalk,0,0,0
553000,Norwalk,6.701,0,6.701
553100,Bellflower,9.469,12,21.469
553200,Bellflower,22.18,0,22.18
553300,Bellflower,2.701,0,2.701
553400,Downey,15.676,0,15.676
553502,Paramount,5.76,0,5.76
553503,Paramount,2.368,0,2.368
553504,Paramount,4.392,0,4.392
553601,Paramount,19.228,0,19.228
553602,Paramount,7.152,0,7.152
553701,Paramount,12,0,12
553702,Paramount,8.217,0,8.217
553801,Paramount,9.434,0,9.434
553802,Paramount,29.089,0,29.089
553901,Paramount,3,0,3
553902,Paramount,4.368,0,4.368
554001,Bellflower,10.351,0,10.351
554002,Bellflower,2.701,0,2.701
554101,Bellflower,4.338,0,4.338
554103,Bellflower,0,0,0
554104,Bellflower,7.899,0,7.899
554105,Bellflower,3.676,0,3.676
554201,Bellflower,5.096,0,5.096
554203,Bellflower,3,0,3
554204,Bellflower,7,0,7
554301,Bellflower,1,0,1
554302,Bellflower,12.823,0,12.823
554403,Bellflower,21.59,0,21.59
554404,Bellflower,17.08,0,17.08
554405,Bellflower,3.86,0,3.86
554406,Bellflower,6.054,0,6.054
554511,Cerritos,3.403,0,3.403
554512,Cerritos,16.167,0,16.167
554513,Cerritos,0,0,0
554514,Cerritos,2.109,0,2.109
554515,Cerritos,0,0,0
554516,Cerritos,2,0,2
554517,Cerritos,1.338,0,1.338
554518,Cerritos,5.561,0,5.561
554519,Cerritos,2.86,0,2.86
554521,Cerritos,16.018,0,16.018
554522,Cerritos,3,0,3
554600,Norwalk,3.403,0,3.403
554700,Norwalk,7.403,0,7.403
554801,Artesia,19.562,0,19.562
554802,Artesia,0,0,0
554900,Artesia,4.198,0,4.198
555001,Lakewood,2.365,0,2.365
555002,Lakewood,12.973,0,12.973
555102,Lakewood,47.937,0,47.937
555103,Lakewood,6.805,0,6.805
555104,Lakewood,33.594,0,33.594
555211,Hawaiian Gardens,24.77,0,24.77
555212,Hawaiian Gardens,16.536,0,16.536
570001,Lakewood,0,0,0
570002,Lakewood,0,0,0
570003,Lakewood,4.563,0,4.563
570701,Lakewood,1.86,0,1.86
570702,Lakewood,3,0,3
570800,Lakewood,93.72,0,93.72
570901,Lakewood,0,0,0
570902,Lakewood,1,0,1
571000,Lakewood,5.085,0,5.085
571101,Lakewood,2.338,0,2.338
571102,Lakewood,5.563,0,5.563
571300,Lakewood,10.225,0,10.225
571400,Lakewood,26.988,0,26.988
571503,Lakewood,0,0,0
573401,Signal Hill,18.958,0,18.958
573402,Signal Hill,27.365,0,27.365
573403,Signal Hill,7.198,0,7.198
573700,Unincorporated Long Beach Island,0,0,0
599000,Avalon,30.769,3,33.769
599100,Unincorporated Channel Islands,0,0,0
600100,Westmont / West Athens,9.002,0,9.002
600201,Westmont / West Athens,2.002,0,2.002
600202,Westmont / West Athens,6.005,0,6.005
600302,Westmont / West Athens,17.019,0,17.019
600303,Westmont / West Athens,19.985,0,19.985
600304,Westmont / West Athens,17.944,0,17.944
600400,Westmont / West Athens,0,0,0
600501,Inglewood,33.957,0,33.957
600502,Inglewood,4,0,4
600601,Inglewood,2,0,2
600602,Inglewood,15.961,0,15.961
600702,Inglewood,14.12,0,14.12
600703,Inglewood,0,0,0
600704,Inglewood,12.65,27,39.65
600801,Inglewood,1,4,5
600802,Inglewood,0,0,0
600902,Inglewood,12.361,0,12.361
600911,Inglewood,0,0,0
600912,Inglewood,17.588,0,17.588
601001,Inglewood,7.98,0,7.98
601002,Inglewood,17.024,0,17.024
601100,Inglewood,16.093,0,16.093
601202,Inglewood,3.351,0,3.351
601211,Inglewood,8.197,0,8.197
601212,Inglewood,1,0,1
601301,Inglewood,5.38,0,5.38
601302,Inglewood,47.342,6,53.342
601303,Inglewood,9.444,0,9.444
601401,Inglewood,11.922,187,198.92
601402,Inglewood,4.702,0,4.702
601501,Lennox,69.149,0,69.149
601502,Lennox,7.005,0,7.005
601600,Lennox,30.819,0,30.819
601700,Lennox,78.406,0,78.406
601801,Inglewood,13.053,0,13.053
601802,Lennox,5.351,0,5.351
601900,Inglewood,0,0,0
602002,Hawthorne,3.961,0,3.961
602003,Inglewood,5.351,0,5.351
602004,Inglewood,2,0,2
602103,Hawthorne,15.61,0,15.61
602104,Hawthorne,3.98,0,3.98
602105,Hawthorne,1,0,1
602106,Hawthorne,1.689,0,1.689
602200,Del Aire,14.882,0,14.882
602301,Del Aire,22.388,0,22.388
602302,Hawthorne,1,0,1
602402,Hawthorne,9.984,5,14.984
602403,Hawthorne,7.002,0,7.002
602404,Hawthorne,7,0,7
602504,Hawthorne,0,0,0
602505,Hawthorne,7.98,0,7.98
602506,Hawthorne,1,0,1
602507,Hawthorne,0,0,0
602508,Hawthorne,1.689,4,5.689
602509,Hawthorne,6.98,0,6.98
602600,Gardena,11.725,0,11.725
602700,Hawthorne,13.88,0,13.88
602801,Westmont / West Athens,15,0,15
602802,Westmont / West Athens,18.721,21,39.721
602900,Gardena,7.674,0,7.674
603001,Gardena,5.689,0,5.689
603004,Gardena,2,0,2
603005,Gardena,0,0,0
603006,Gardena,7.391,0,7.391
603101,Gardena,9.683,0,9.683
603102,Gardena,10,0,10
603200,Gardena,0,0,0
603301,Gardena,5.983,0,5.983
603302,Gardena,1,0,1
603400,Gardena,11.109,0,11.109
603500,Gardena,2.002,0,2.002
603600,Gardena,1,0,1
603702,Alondra Park,90.621,0,90.621
603703,Hawthorne,0,0,0
603704,Alondra Park,11.94,0,11.94
603801,Lawndale,17.28,0,17.28
603802,Lawndale,1.98,0,1.98
603900,Lawndale,8,0,8
604001,Lawndale,0,0,0
604002,Lawndale,2,0,2
604100,Lawndale,4,0,4
609900,Unincorporated La Rambla,2.002,0,2.002
620001,El Segundo,0,0,0
620002,El Segundo,0,0,0
620101,El Segundo,0,0,0
620102,El Segundo,0,0,0
620201,Manhattan Beach,1,0,1
620301,Manhattan Beach,2,0,2
620303,Manhattan Beach,2,0,2
620305,Manhattan Beach,9.292,0,9.292
620400,Manhattan Beach,1,0,1
620501,Redondo Beach,18.03,0,18.03
620521,Redondo Beach,12.358,0,12.358
620522,Redondo Beach,7.98,0,7.98
620601,Redondo Beach,32.471,0,32.471
620602,Redondo Beach,0,0,0
620701,Redondo Beach,4.691,0,4.691
620702,Redondo Beach,8,0,8
620800,Manhattan Beach,5.38,0,5.38
620901,Manhattan Beach,0,0,0
620904,Manhattan Beach,1,0,1
621001,Hermosa Beach,3,0,3
621002,Hermosa Beach,2,0,2
621004,Hermosa Beach,3,0,3
621102,Hermosa Beach,0,0,0
621104,Hermosa Beach,17.425,0,17.425
621201,Redondo Beach,1,0,1
621204,Redondo Beach,49.231,0,49.231
621301,Redondo Beach,5.672,0,5.672
621324,Redondo Beach,14.672,0,14.672
621326,Redondo Beach,7.674,0,7.674
621400,Redondo Beach,11.758,0,11.758
650001,Torrance,6.756,0,6.756
650003,Torrance,7.292,0,7.292
650004,Torrance,3.378,0,3.378
650101,Torrance,1.98,0,1.98
650102,Torrance,0,0,0
650200,Torrance,1.351,0,1.351
650300,Torrance,6.02,0,6.02
650401,Torrance,53.326,14,67.326
650501,Torrance,4.983,0,4.983
650502,Torrance,2.689,0,2.689
650602,Torrance,0,0,0
650603,Torrance,1.98,0,1.98
650604,Torrance,0,0,0
650605,Torrance,0,0,0
650701,Torrance,1,0,1
650702,Torrance,1.689,0,1.689
650800,Torrance,1.98,0,1.98
650901,Torrance,11.951,0,11.951
650902,Torrance,2.689,22,24.689
651001,Torrance,0,10,10
651002,Torrance,0,0,0
651101,Torrance,26.627,0,26.627
651102,Torrance,1.689,0,1.689
651201,Torrance,0,0,0
651221,Torrance,1.98,0,1.98
651222,Torrance,3.351,0,3.351
651302,Torrance,1,0,1
651304,Torrance,9.756,0,9.756
651401,Torrance,0,0,0
651402,Torrance,0,0,0
670001,Lomita,1,0,1
670002,Lomita,0,0,0
670003,Lomita,8.444,15,23.444
670100,Lomita,2,0,2
670201,Rolling Hills Estates,0,0,0
670202,Rolling Hills Estates,0,0,0
670324,Palos Verdes Estates,0,0,0
670326,Palos Verdes Estates,0,0,0
670328,Palos Verdes Estates,0,0,0
670403,Rolling Hills Estates,0,0,0
670405,Rancho Palos Verdes,0,0,0
670406,Rolling Hills Estates,0,0,0
670407,Rancho Palos Verdes,0,0,0
670411,Rancho Palos Verdes,1.689,0,1.689
670413,Rancho Palos Verdes,0,0,0
670416,Rancho Palos Verdes,0,0,0
670500,Rolling Hills,0,0,0
670602,Rancho Palos Verdes,0,0,0
670701,Rancho Palos Verdes,0,0,0
670702,Rancho Palos Verdes,0,0,0
700101,West Hollywood,25.514,0,25.514
700102,West Hollywood,18.873,0,18.873
700200,West Hollywood,26.455,0,26.455
700300,West Hollywood,20,0,20
700400,West Hollywood,30,0,30
700501,West Hollywood,6,0,6
700502,West Hollywood,17.662,0,17.662
700600,Beverly Hills,4.891,0,4.891
700700,Beverly Hills,3,0,3
700801,Beverly Hills,2,0,2
700802,Beverly Hills,1,0,1
700901,Beverly Hills,5,0,5
700902,Beverly Hills,4.789,0,4.789
701000,Beverly Hills,1,0,1
701100,US Department of Veterans Affairs West LA Campus,68.041,361,429.04
701201,Santa Monica,1,0,1
701202,Santa Monica,0,0,0
701302,Santa Monica,15.314,0,15.314
701304,Santa Monica,28.274,0,28.274
701402,Santa Monica,103.46,0,103.46
701501,Santa Monica,16.557,65,81.557
701502,Santa Monica,74.982,0,74.982
701601,Santa Monica,10.379,0,10.379
701602,Santa Monica,11.612,0,11.612
701701,Santa Monica,16.2,0,16.2
701702,Santa Monica,34.242,64,98.242
701801,Santa Monica,31.014,59,90.014
701802,Santa Monica,46.102,0,46.102
701902,Santa Monica,360.5,62,422.5
702002,Santa Monica,82.338,0,82.338
702102,Santa Monica,37.811,0,37.811
702201,Santa Monica,9,0,9
702202,Santa Monica,12.58,0,12.58
702300,Santa Monica,23.512,0,23.512
702400,Culver City,56.985,0,56.985
702501,Culver City,4.2,0,4.2
702502,Culver City,4.789,0,4.789
702600,Culver City,51.167,0,51.167
702700,Culver City,15.644,0,15.644
702801,Culver City,14.319,0,14.319
702802,Culver City,0,0,0
702803,Culver City,14.245,43,57.25
702901,Marina Del Rey,25.98,0,25.98
703001,Culver City,41.106,0,41.106
703002,Ladera Heights,0,0,0
703100,View Park-Windsor Hills,4,0,4
703200,View Park-Windsor Hills,0,0,0
800101,Calabasas,0,0,0
800102,Topanga,11.419,0,11.419
800202,Unincorporated Calabasas,0,0,0
800203,Calabasas and Hidden Hills,1,0,1
800204,Calabasas and Hidden Hills,0,0,0
800324,Agoura Hills,4.729,0,4.729
800325,Westlake Village,1.425,0,1.425
800326,Unincorporated Westlake Village,0,0,0
800327,Unincorporated Agoura Hills,0,0,0
800328,Unincorporated Agoura Hills,4,0,4
800329,Malibu Lake,0,0,0
800330,Malibu Lake,0,0,0
800331,Agoura Hills,0,0,0
800332,Agoura Hills,0,0,0
800406,Malibu,27.191,0,27.191
800408,Malibu,26.971,0,26.971
800410,Malibu,40.894,0,40.894
800504,Malibu,67.482,0,67.482
800506,Malibu,41.969,0,41.969
900102,Unincorporated Antelope Valley,308.71,0,308.71
900103,Unincorporated Antelope Valley,22.472,0,22.472
900104,Unincorporated Antelope Valley,2,0,2
900201,Unincorporated Antelope Valley,89.89,0,89.89
900300,Unincorporated Antelope Valley,147.49,0,147.49
900501,Lancaster,29.159,0,29.159
900504,Lancaster,72.545,0,72.545
900505,Lancaster,17.275,0,17.275
900506,Lancaster,4.105,0,4.105
900507,Lancaster,6.339,6,12.339
900508,Lancaster,18.224,0,18.224
900602,Lancaster,49.268,0,49.268
900605,Lancaster,41.542,0,41.542
900606,Lancaster,30.678,9,39.678
900607,Lancaster,40.506,0,40.506
900608,Lancaster,5.2,0,5.2
900609,Lancaster,3.135,0,3.135
900701,Lancaster,13.304,6,19.304
900703,Lancaster,80.454,4,84.454
900704,Lancaster,24.309,1,25.309
900705,Lancaster,37.964,0,37.964
900803,Lancaster,22.201,0,22.201
900804,Lancaster,22.49,0,22.49
900805,Lancaster,75.068,0,75.068
900806,Lancaster,95.951,0,95.951
900900,Unincorporated Antelope Valley,124.41,0,124.41
901003,Lancaster,3.2,93,96.2
901004,Lancaster,4.556,0,4.556
901007,Lancaster,0,0,0
901008,Lancaster,47.175,0,47.175
901009,Lancaster,0,0,0
901010,Lancaster,2.085,0,2.085
901011,Lancaster,0,0,0
901101,Lancaster,6.2,0,6.2
901102,Unincorporated Lancaster,0,0,0
901205,Lancaster,0,0,0
901209,Unincorporated Antelope Valley,6.061,0,6.061
901210,Unincorporated Antelope Valley,3.037,0,3.037
901213,Unincorporated Palmdale,0,0,0
910001,Unincorporated Antelope Valley,101.27,0,101.27
910002,Unincorporated Antelope Valley,157.52,0,157.52
910101,Unincorporated Palmdale,14.852,0,14.852
910201,Palmdale,3.2,0,3.2
910202,Unincorporated Palmdale,34.257,0,34.257
910205,Unincorporated Antelope Valley,21.819,0,21.819
910206,Palmdale,0,0,0
910207,Palmdale,0,0,0
910208,Palmdale,8.35,0,8.35
910209,Palmdale,0,0,0
910210,Palmdale,0,0,0
910301,Unincorporated Palmdale,15.149,0,15.149
910302,Palmdale,0,0,0
910401,Palmdale,1,0,1
910402,Palmdale,8.66,0,8.66
910403,Palmdale,5.823,0,5.823
910404,Palmdale,1.519,0,1.519
910501,Palmdale,24.353,46,70.353
910502,Palmdale,18.481,0,18.481
910504,Palmdale,2,0,2
910505,Palmdale,6.649,0,6.649
910601,Palmdale,29.424,0,29.424
910602,Palmdale,11.933,0,11.933
910603,Palmdale,9.105,0,9.105
910605,Palmdale,10.075,0,10.075
